Species,Population,Latitude,Longitude,Year_start,Year_end,Fly_number,Sex,Wing_area,Wing_shape,Wing_vein_ratio,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein_ratio
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,7,female,0.906,,2.550,,,0.086
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,8,female,0.924,2.341,2.244,0.012,0.028,0.039
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,9,female,0.858,2.265,2.745,0.090,0.018,0.501
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,10,female,0.979,2.167,2.532,0.026,0.021,0.119
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,11,female,0.901,2.309,2.642,0.049,0.099,0.049
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,12,female,0.822,2.212,2.640,0.028,0.023,0.243
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,13,female,0.804,2.264,2.650,0.018,0.100,0.254
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,14,female,0.896,2.297,2.637,0.007,0.023,0.094
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,15,female,0.981,2.237,2.734,0.043,0.122,0.363
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,16,female,0.833,2.293,2.760,0.030,0.046,0.196
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,17,female,0.977,2.273,2.472,0.029,0.041,0.121
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,18,female,0.980,2.250,2.528,0.037,0.103,0.055
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,19,female,0.728,2.238,2.714,0.008,0.063,0.021
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,20,female,0.783,2.286,2.869,0.011,0.034,0.162
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,21,female,0.676,2.315,2.538,0.007,0.056,0.053
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,22,female,1.003,2.344,2.528,0.049,0.033,0.109
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,23,female,0.965,2.231,2.583,0.015,0.034,0.017
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,24,female,0.925,2.286,2.835,0.047,0.092,0.342
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,25,female,0.849,2.226,2.477,0.017,0.011,0.175
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,26,female,0.901,2.260,2.710,0.004,0.092,0.003
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,27,female,0.889,2.262,2.556,0.041,0.004,0.126
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,28,female,0.769,2.223,2.652,0.006,0.048,0.069
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,29,female,0.912,2.265,2.390,0.073,0.004,0.322
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,30,female,1.049,2.350,2.605,0.023,0.059,0.066
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,31,female,1.091,2.249,2.498,0.025,0.024,0.121
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,32,female,0.920,2.293,2.390,0.012,0.125,0.182
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,33,female,0.904,2.334,2.676,0.024,0.093,0.201
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,34,female,0.949,2.337,2.655,0.005,0.020,0.210
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,35,female,0.929,2.259,2.576,0.031,0.044,0.179
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,36,female,0.870,2.224,2.588,0.004,0.036,0.079
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,37,female,0.885,2.257,2.611,0.021,0.017,0.017
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,38,female,0.884,2.411,2.733,0.004,0.140,0.208
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,39,female,0.978,2.251,2.555,0.010,0.003,0.280
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,40,female,0.907,2.312,2.516,0.020,0.044,0.071
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,41,female,0.806,2.242,2.516,0.022,0.022,0.177
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,42,female,0.919,2.272,2.435,0.040,0.097,0.194
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,43,female,0.747,2.268,2.691,0.031,0.035,0.019
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,44,female,1.075,2.251,2.543,0.055,0.047,0.074
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,45,female,0.940,2.322,2.870,0.032,0.005,0.154
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,46,female,0.887,2.361,2.419,0.013,0.008,0.058
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,47,female,0.887,2.317,2.438,0.004,0.009,0.244
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,48,female,0.873,2.188,2.656,0.024,0.053,0.124
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,49,female,1.000,2.296,2.664,0.012,0.016,0.300
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,50,male,0.907,2.288,2.460,0.020,0.057,0.052
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,51,male,0.780,2.298,2.839,0.037,0.126,0.144
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,52,male,0.918,2.226,2.707,0.025,0.071,0.103
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,53,male,0.730,2.245,2.685,0.029,0.050,0.625
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,54,male,0.821,2.221,2.590,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,55,male,0.861,2.286,2.539,0.045,0.061,0.471
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,56,male,0.879,2.225,3.023,0.013,0.036,0.270
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,57,male,0.821,2.210,2.541,0.029,0.037,0.083
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,58,male,0.565,2.168,2.866,0.013,0.057,0.012
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,59,male,0.703,2.176,2.696,0.045,0.179,0.049
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,60,male,0.839,2.260,2.588,0.064,0.033,0.138
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,61,male,0.777,2.286,2.795,0.035,0.130,0.461
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,62,male,0.596,,2.821,,,0.153
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,63,male,0.833,2.162,2.533,0.049,0.177,0.113
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,64,male,0.812,2.216,2.744,0.012,0.033,0.145
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,65,male,0.835,2.241,2.526,0.003,0.075,0.499
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,66,male,0.681,2.394,2.284,0.056,0.082,0.080
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,67,male,0.817,2.251,2.478,0.024,0.045,0.251
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,68,male,0.868,2.253,2.537,0.000,0.051,0.327
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,69,male,0.663,2.200,2.570,0.009,0.138,0.405
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,70,male,0.758,2.292,2.496,0.099,0.136,0.126
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,71,male,0.613,2.284,2.766,0.030,0.054,0.288
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,72,male,0.921,2.236,2.535,0.031,0.205,0.152
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,73,male,0.842,,2.355,,,0.012
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,74,male,0.875,2.206,2.650,0.012,0.004,0.128
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,75,male,0.596,2.282,2.474,0.004,0.055,0.361
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,76,male,0.823,2.293,2.513,0.015,0.022,0.130
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,77,male,0.856,2.181,2.351,0.000,0.172,0.014
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,78,male,0.699,2.255,2.658,0.046,0.208,0.201
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,79,male,0.826,2.282,2.631,0.022,0.078,0.067
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,80,male,0.877,,2.539,,,0.238
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,81,male,0.700,2.238,2.744,0.046,0.248,0.092
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,82,male,0.832,2.220,2.347,0.043,0.058,0.352
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,83,male,0.783,2.224,2.367,0.091,0.129,0.176
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,84,male,0.920,2.206,2.415,0.068,0.020,0.082
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,85,male,0.726,2.174,3.109,0.038,0.003,0.187
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,86,male,0.729,2.236,2.504,0.005,0.011,0.053
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,87,male,0.912,2.242,2.488,0.008,0.020,0.195
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,88,male,0.618,2.263,2.936,0.017,0.062,0.699
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,89,male,0.934,2.209,2.361,0.056,0.074,0.139
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,90,male,0.785,2.230,2.671,0.020,0.129,0.131
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,91,male,0.866,2.309,2.277,0.021,0.009,0.008
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,92,male,0.623,,2.661,,,0.318
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,93,male,0.788,2.289,2.690,0.002,0.061,0.155
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,94,male,0.826,2.323,2.314,0.024,0.060,0.326
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,95,male,0.791,2.251,2.721,0.005,0.141,0.123
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,96,male,0.640,2.379,2.727,0.042,0.019,0.245
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,97,male,0.848,2.157,2.693,0.037,0.007,0.091
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,98,male,0.868,2.331,2.521,0.018,0.015,0.210
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,99,male,0.802,2.290,2.857,0.033,0.115,0.154
