Population,Latitude,Longitude,Year_start,Year_end,Line,Heat_knockdown_time
South_Tasmania,-43.10,147.06,1999,2000,5,12.40
South_Tasmania,-43.10,147.06,1999,2000,5,13.25
South_Tasmania,-43.10,147.06,1999,2000,5,18.88
South_Tasmania,-43.10,147.06,1999,2000,5,13.80
South_Tasmania,-43.10,147.06,1999,2000,6,15.10
South_Tasmania,-43.10,147.06,1999,2000,6,16.10
South_Tasmania,-43.10,147.06,1999,2000,6,12.48
South_Tasmania,-43.10,147.06,1999,2000,6,17.30
South_Tasmania,-43.10,147.06,1999,2000,6,16.97
South_Tasmania,-43.10,147.06,1999,2000,11,18.40
South_Tasmania,-43.10,147.06,1999,2000,11,9.88
South_Tasmania,-43.10,147.06,1999,2000,11,13.07
South_Tasmania,-43.10,147.06,1999,2000,11,13.92
South_Tasmania,-43.10,147.06,1999,2000,11,14.23
South_Tasmania,-43.10,147.06,1999,2000,12,9.18
South_Tasmania,-43.10,147.06,1999,2000,12,5.52
South_Tasmania,-43.10,147.06,1999,2000,12,18.18
South_Tasmania,-43.10,147.06,1999,2000,12,10.40
South_Tasmania,-43.10,147.06,1999,2000,12,16.72
South_Tasmania,-43.10,147.06,1999,2000,13,12.05
South_Tasmania,-43.10,147.06,1999,2000,13,22.20
South_Tasmania,-43.10,147.06,1999,2000,13,11.30
South_Tasmania,-43.10,147.06,1999,2000,13,7.75
South_Tasmania,-43.10,147.06,1999,2000,13,11.53
South_Tasmania,-43.10,147.06,1999,2000,15,16.20
South_Tasmania,-43.10,147.06,1999,2000,15,19.40
South_Tasmania,-43.10,147.06,1999,2000,15,7.30
South_Tasmania,-43.10,147.06,1999,2000,15,6.15
South_Tasmania,-43.10,147.06,1999,2000,17,7.45
South_Tasmania,-43.10,147.06,1999,2000,17,10.07
South_Tasmania,-43.10,147.06,1999,2000,17,13.09
South_Tasmania,-43.10,147.06,1999,2000,17,13.35
South_Tasmania,-43.10,147.06,1999,2000,17,13.09
