Population,Latitude,Longitude,Year_start,Year_end,Sex ,Cross_Line,Line,Desiccation_resistance
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,14.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,15.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,17.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,4,19.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,4,18.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,4,15.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,4,18.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,2,14.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,2,16.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,2,20.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,2,15.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,10.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,19.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,16.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,23,16.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,19,15.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,19,19.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,21,29.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,21,10.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,19,18.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,19,15.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,21,7.5
Maryborough,-25.370,152.69,2000,2000,female,Cross,21,21.5
Maryborough,-25.370,152.69,2000,2000,female,Line,2,15.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,45,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,45,15.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,45,16.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,45,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,47,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,47,8.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,47,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,47,9.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,2,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,2,8.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,2,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,2,8.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,43,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,43,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,43,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,43,11.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,13.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,6,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,6,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,6,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,6,11.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,21,9.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,21,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,21,9.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,21,14.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,4,14.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,4,13.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,4,11.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,4,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,19,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,19,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,19,12.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,10.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,19,13.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,13.5
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,
Maryborough,-25.370,152.69,2000,2000,male,Cross,23,
Maryborough,-25.370,152.69,2000,2000,female,Line,2,
Maryborough,-25.370,152.69,2000,2000,female,Line,2,16.5
Maryborough,-25.370,152.69,2000,2000,female,Line,2,15.5
Maryborough,-25.370,152.69,2000,2000,female,Line,3,19.5
Maryborough,-25.370,152.69,2000,2000,female,Line,3,16.5
Maryborough,-25.370,152.69,2000,2000,male,Line,3,8.5
Maryborough,-25.370,152.69,2000,2000,female,Line,3,15.5
Maryborough,-25.370,152.69,2000,2000,male,Line,3,10.5
Maryborough,-25.370,152.69,2000,2000,male,Line,3,6.5
Maryborough,-25.370,152.69,2000,2000,female,Line,3,16.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,13,26.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,13,18.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,13,
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,13,12.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,15,20.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,15,15.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,15,16.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,15,17.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,17,14.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,17,16.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,17,21.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Cross,17,19.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,15,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,15,12.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,15,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,15,12.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,13,10.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,17,8.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,13,
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,13,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,13,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,17,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,17,10.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Cross,17,10.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,19.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,16.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,19.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,9.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,9.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,18.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,16.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,19.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,22.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,15.5
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,19.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,8.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,13.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,8.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,11.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,13.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,14.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,10.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,13.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,16.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,15.5
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,15.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,16.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,16.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,16.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,18.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,16.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,18.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,16.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,13.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,21.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,22.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,18.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,16.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,19.5
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,22.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,22.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,22.5
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,32
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,27.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,12.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,9.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,10.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,9.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,11.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,25.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,16.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,20.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,13.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,11.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,9.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,14.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,12.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,17.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,19.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,14.5
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,16.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,10.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,11.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,14.5
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,10.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,36,19.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,36,21.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,36,20.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,36,17.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,32,18.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,32,14.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,32,18.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,32,15.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,34,15.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,34,19.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,34,15.5
Kingscliff,-28.280,153.58,2000,2000,female,Cross,34,19.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,32,14.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,36,9.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,32,13.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,36,11.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,32,9.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,32,7.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,36,12.5
Kingscliff,-28.280,153.58,2000,2000,male,Cross,36,11.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,16.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,11.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,14.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,22.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,19.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,19.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,21.5
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,19.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,14.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,13.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,14.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,17.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,11.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,11.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,15.5
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,13.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,15.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,9.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,17.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,16.5
Alstonville,-28.850,153.46,2000,2000,female,Line,6,16.5
Alstonville,-28.850,153.46,2000,2000,female,Line,6,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,6,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,6,23.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,16.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,16.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,14.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,21.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,16.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,15.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,15.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,22.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,16.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,18.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,12.5
Alstonville,-28.850,153.46,2000,2000,female,Line,2,24.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,2,18.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,2,14.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,15.5
Alstonville,-28.850,153.46,2000,2000,female,Line,2,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,4,17.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,17.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,17.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,17.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,15.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,13.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,17.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,13.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,16.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,20.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,23.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,16.5
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,3,11.5
Alstonville,-28.850,153.46,2000,2000,female,Line,3,13.5
Alstonville,-28.850,153.46,2000,2000,female,Line,1,15.5
Alstonville,-28.850,153.46,2000,2000,female,Line,1,
Alstonville,-28.850,153.46,2000,2000,female,Line,1,11.5
Alstonville,-28.850,153.46,2000,2000,female,Line,3,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,3,16.5
Alstonville,-28.850,153.46,2000,2000,female,Line,1,13.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,no fly
Alstonville,-28.850,153.46,2000,2000,female,Line,8,17.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,7.5
Alstonville,-28.850,153.46,2000,2000,female,Line,8,14.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,13.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,10.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,10.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,9.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,13.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,12.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,13.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,13.5
Alstonville,-28.850,153.46,2000,2000,male,Line,6,10.5
Alstonville,-28.850,153.46,2000,2000,male,Line,6,8.5
Alstonville,-28.850,153.46,2000,2000,male,Line,6,11.5
Alstonville,-28.850,153.46,2000,2000,male,Line,6,11.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,12.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,10.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,11.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,10.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,12.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,11.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,9.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,6.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,10.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,14.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,10.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,17.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,16.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,20.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,17.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,12.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,11.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,11.5
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,11.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,16.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,11.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,15.5
Alstonville,-28.850,153.46,2000,2000,male,Line,4,7.5
Alstonville,-28.850,153.46,2000,2000,male,Line,1,9.5
Alstonville,-28.850,153.46,2000,2000,male,Line,1,12.5
Alstonville,-28.850,153.46,2000,2000,male,Line,1,11.5
Alstonville,-28.850,153.46,2000,2000,male,Line,1,9.5
Alstonville,-28.850,153.46,2000,2000,male,Line,2,9.5
Alstonville,-28.850,153.46,2000,2000,male,Line,2,13.5
Alstonville,-28.850,153.46,2000,2000,male,Line,3,13.5
Alstonville,-28.850,153.46,2000,2000,male,Line,3,9.5
Alstonville,-28.850,153.46,2000,2000,male,Line,3,11.5
Alstonville,-28.850,153.46,2000,2000,male,Line,2,11.5
Alstonville,-28.850,153.46,2000,2000,male,Line,2,13.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,7.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,
Alstonville,-28.850,153.46,2000,2000,male,Line,8,10.5
Alstonville,-28.850,153.46,2000,2000,male,Line,8,9.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,5,16.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,5,
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,2,23.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,2,17.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,14,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,14,14.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,14,17.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,14,19.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,22.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,16.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,15.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,16.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,17.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,14,6.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,14,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,14,8.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,14,7.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,15.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,15.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,8.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,15.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,14.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,15.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,17.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,15.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,12.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,19.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,8.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,11.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,8.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,9.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,5,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,7.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,5,10.5
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,5,
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,5,10.5
Gosford,-30.270,151.33,2000,2000,female,Line,2,13.5
Gosford,-30.270,151.33,2000,2000,female,Line,2,16.5
Gosford,-30.270,151.33,2000,2000,female,Line,2,15.5
Gosford,-30.270,151.33,2000,2000,female,Line,2,
Gosford,-30.270,151.33,2000,2000,female,Line,1,16.5
Gosford,-30.270,151.33,2000,2000,female,Line,1,13.5
Gosford,-30.270,151.33,2000,2000,female,Line,1,21.5
Gosford,-30.270,151.33,2000,2000,female,Line,1,25.5
Gosford,-30.270,151.33,2000,2000,female,Line,9,16.5
Gosford,-30.270,151.33,2000,2000,female,Line,9,13.5
Gosford,-30.270,151.33,2000,2000,female,Line,9,17.5
Gosford,-30.270,151.33,2000,2000,female,Line,9,23.5
Gosford,-30.270,151.33,2000,2000,male,Line,1,17.5
Gosford,-30.270,151.33,2000,2000,male,Line,1,15.5
Gosford,-30.270,151.33,2000,2000,male,Line,1,14.5
Gosford,-30.270,151.33,2000,2000,male,Line,9,10.5
Gosford,-30.270,151.33,2000,2000,male,Line,9,7.5
Gosford,-30.270,151.33,2000,2000,male,Line,9,9.5
Gosford,-30.270,151.33,2000,2000,male,Line,9,9.5
Gosford,-30.270,151.33,2000,2000,male,Line,2,8.5
Gosford,-30.270,151.33,2000,2000,male,Line,2,10.5
Gosford,-30.270,151.33,2000,2000,male,Line,2,12.5
Gosford,-30.270,151.33,2000,2000,male,Line,2,10.5
Gosford,-30.270,151.33,2000,2000,female,Cross,18,14.5
Gosford,-30.270,151.33,2000,2000,female,Cross,18,12.5
Gosford,-30.270,151.33,2000,2000,female,Cross,18,17.5
Gosford,-30.270,151.33,2000,2000,female,Cross,18,13.5
Gosford,-30.270,151.33,2000,2000,female,Cross,16,17.5
Gosford,-30.270,151.33,2000,2000,female,Cross,16,12.5
Gosford,-30.270,151.33,2000,2000,female,Cross,16,16.5
Gosford,-30.270,151.33,2000,2000,female,Cross,16,16.5
Gosford,-30.270,151.33,2000,2000,female,Cross,14,
Gosford,-30.270,151.33,2000,2000,female,Cross,14,15.5
Gosford,-30.270,151.33,2000,2000,female,Cross,14,13.5
Gosford,-30.270,151.33,2000,2000,female,Cross,14,12.5
Gosford,-30.270,151.33,2000,2000,male,Cross,14,12.5
Gosford,-30.270,151.33,2000,2000,male,Cross,14,
Gosford,-30.270,151.33,2000,2000,male,Cross,14,
Gosford,-30.270,151.33,2000,2000,male,Cross,14,9.5
Gosford,-30.270,151.33,2000,2000,male,Cross,18,11.5
Gosford,-30.270,151.33,2000,2000,male,Cross,18,6.5
Gosford,-30.270,151.33,2000,2000,male,Cross,18,9.5
Gosford,-30.270,151.33,2000,2000,male,Cross,18,13.5
Gosford,-30.270,151.33,2000,2000,male,Cross,16,10.5
Gosford,-30.270,151.33,2000,2000,male,Cross,16,11.5
Gosford,-30.270,151.33,2000,2000,male,Cross,16,10.5
Gosford,-30.270,151.33,2000,2000,male,Cross,16,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,17.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,13.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,14.5
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,16.5
Bega,-36.470,150.03,2000,2000,female,Line,15,17.5
Bega,-36.470,150.03,2000,2000,female,Line,15,12.5
Bega,-36.470,150.03,2000,2000,female,Line,15,18.5
Bega,-36.470,150.03,2000,2000,female,Line,15,22.5
Bega,-36.470,150.03,2000,2000,female,Line,7,16.5
Bega,-36.470,150.03,2000,2000,female,Line,7,
Bega,-36.470,150.03,2000,2000,female,Line,7,18.5
Bega,-36.470,150.03,2000,2000,female,Line,7,24.5
Bega,-36.470,150.03,2000,2000,female,Line,2,15.5
Bega,-36.470,150.03,2000,2000,female,Line,2,21.5
Bega,-36.470,150.03,2000,2000,female,Line,2,16.5
Bega,-36.470,150.03,2000,2000,female,Line,2,15.5
Bega,-36.470,150.03,2000,2000,male,Line,15,13.5
Bega,-36.470,150.03,2000,2000,male,Line,15,11.5
Bega,-36.470,150.03,2000,2000,male,Line,15,12.5
Bega,-36.470,150.03,2000,2000,male,Line,15,11.5
Bega,-36.470,150.03,2000,2000,male,Line,7,15.5
Bega,-36.470,150.03,2000,2000,male,Line,7,8.5
Bega,-36.470,150.03,2000,2000,male,Line,7,13.5
Bega,-36.470,150.03,2000,2000,male,Line,7,11.5
Bega,-36.470,150.03,2000,2000,male,Line,2,17.5
