Species,Population,Latitude,Longitude,Year_start,Year_end,Fly_number,Sex,Thorax_length,l2,3p,l3d,lpd,l3,w1,w2,w3,Wing_loading
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,38,female,0.965,1.507,0.468,1.409,1.878,1.874,0.852,1.143,0.952,1.942
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,39,female,1.132,1.762,0.585,1.494,2.078,2.077,0.883,1.267,0.979,1.836
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,40,female,0.971,1.618,0.537,1.354,1.890,1.890,0.828,1.106,0.995,1.946
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,41,female,0.946,1.482,0.453,1.327,1.780,1.778,0.803,1.067,0.932,1.880
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,42,female,1.054,1.650,0.527,1.400,1.927,1.926,0.829,1.148,0.966,1.828
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,43,female,0.960,1.613,0.495,1.428,1.923,1.921,0.835,1.152,0.962,2.002
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,44,female,0.971,1.503,0.500,1.312,1.812,1.812,0.815,1.101,0.936,1.866
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,45,female,1.003,1.510,0.463,1.364,1.826,1.825,0.793,1.083,0.917,1.818
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,46,female,0.941,1.519,0.470,1.351,1.821,1.821,0.819,1.121,0.926,1.935
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,47,female,1.165,1.752,0.586,1.531,2.117,2.117,0.942,1.335,0.996,1.816
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,48,female,1.088,1.701,0.532,1.447,1.979,1.977,0.865,1.210,0.990,1.817
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,49,female,1.092,1.664,0.516,1.422,1.939,1.938,0.847,1.191,0.972,1.774
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,50,male,1.117,1.648,0.559,1.413,1.971,1.969,0.916,1.212,1.018,1.763
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,51,male,1.023,1.519,0.491,1.335,1.826,1.825,0.808,1.116,0.908,1.785
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,52,male,1.008,1.586,0.534,1.361,1.895,1.893,0.834,1.156,0.945,1.878
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,53,male,0.996,1.454,0.494,1.232,1.725,1.723,0.793,1.071,0.911,1.730
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,54,male,0.867,1.402,0.465,1.240,1.705,1.702,0.768,1.025,0.875,1.964
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,55,male,0.850,1.413,0.462,1.233,1.694,1.694,0.741,1.032,0.846,1.993
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,56,male,0.935,1.457,0.473,1.308,1.771,1.769,0.779,1.076,0.883,1.891
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,57,male,1.098,1.667,0.572,1.341,1.913,1.910,0.834,1.184,0.968,1.740
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,58,male,0.912,1.436,0.481,1.228,1.709,1.707,0.756,1.031,0.867,1.871
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,59,male,0.960,1.495,0.530,1.231,1.760,1.760,0.788,1.067,0.908,1.833
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,60,male,0.879,1.420,0.475,1.250,1.726,1.725,0.759,1.052,0.846,1.962
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,61,male,1.021,1.507,0.485,1.301,1.785,1.782,0.813,1.097,0.934,1.746
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,62,male,1.038,1.483,0.431,1.334,1.765,1.764,0.786,1.090,0.886,1.699
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,63,male,1.043,1.546,0.512,1.322,1.834,1.831,0.829,1.122,0.933,1.755
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,64,male,1.030,1.575,0.539,1.320,1.859,1.858,0.829,1.136,0.961,1.804
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,65,male,0.946,1.501,0.489,1.281,1.769,1.769,0.793,1.117,0.884,1.871
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,66,male,0.980,1.521,0.494,1.315,1.809,1.807,0.796,1.092,0.914,1.843
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,67,male,0.917,1.521,0.481,1.340,1.820,1.819,0.808,1.141,0.910,1.983
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,68,male,0.824,1.394,0.429,1.246,1.674,1.672,0.754,1.051,0.838,2.030
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,69,male,1.003,1.615,0.567,1.343,1.910,1.909,0.896,1.195,1.012,1.903
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,70,male,0.882,1.381,0.437,1.240,1.676,1.676,0.754,1.023,0.875,1.900
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,71,male,0.887,1.391,0.482,1.260,1.741,1.740,0.733,1.006,0.821,1.961
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,72,male,1.060,1.628,0.548,1.394,1.942,1.941,0.831,1.164,0.932,1.831
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,73,male,0.892,1.401,0.468,1.224,1.692,1.691,0.748,1.029,0.855,1.895
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,74,male,0.970,1.534,0.568,1.287,1.855,1.853,0.798,1.105,0.919,1.910
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,75,male,0.914,1.474,0.470,1.281,1.752,1.748,0.792,1.104,0.873,1.912
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,76,male,0.949,1.514,0.456,1.327,1.783,1.782,0.765,1.062,0.880,1.878
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,77,male,0.889,1.434,0.467,1.219,1.686,1.684,0.745,1.026,0.855,1.893
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,78,male,0.911,1.350,0.445,1.209,1.654,1.649,0.728,1.000,0.819,1.809
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,79,male,1.006,1.646,0.564,1.332,1.896,1.894,0.852,1.165,0.989,1.883
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,80,male,0.972,1.531,0.514,1.326,1.840,1.839,0.824,1.090,0.972,1.892
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,81,male,1.041,1.650,0.524,1.384,1.909,1.908,0.840,1.158,0.988,1.834
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,82,male,1.011,1.618,0.533,1.386,1.919,1.918,0.842,1.155,0.986,1.897
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,83,male,0.919,1.446,0.464,1.273,1.737,1.736,0.749,1.040,0.850,1.889
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,84,male,0.990,1.587,0.516,1.363,1.879,1.877,0.837,1.144,0.972,1.896
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,85,male,0.887,1.440,0.484,1.250,1.735,1.735,0.756,0.982,0.937,1.956
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,86,male,0.901,1.481,0.496,1.304,1.800,1.795,0.778,1.074,0.885,1.993
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,87,male,0.867,1.273,0.432,1.131,1.561,1.561,0.728,0.965,0.819,1.800
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,88,male,0.872,1.423,0.521,1.194,1.716,1.714,0.748,1.000,0.873,1.965
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,89,male,0.874,1.273,0.394,1.171,1.565,1.564,0.710,0.960,0.798,1.788
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,90,male,0.916,1.416,0.498,1.197,1.696,1.696,0.738,0.990,0.871,1.851
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,91,male,0.938,1.499,0.531,1.289,1.819,1.818,0.823,1.136,0.886,1.938
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,92,male,1.030,1.571,0.504,1.381,1.885,1.885,0.831,1.135,0.961,1.829
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,93,male,1.062,1.664,0.553,1.434,1.987,1.986,0.857,1.207,0.976,1.871
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,94,male,1.013,1.557,0.518,1.359,1.876,1.875,0.807,1.096,0.945,1.850
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,95,male,0.870,1.386,0.435,1.244,1.679,1.672,0.746,1.027,0.840,1.922
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,96,male,0.908,1.410,0.448,1.240,1.687,1.686,0.767,1.053,0.867,1.857
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,97,male,1.076,1.723,0.561,1.443,2.004,2.003,0.878,1.229,1.027,1.860
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,98,male,0.995,1.509,0.520,1.303,1.823,1.822,,,,1.832
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,99,male,0.811,1.338,0.420,1.150,1.569,1.567,0.732,0.960,0.876,1.933
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,0,female,1.125,1.736,0.622,1.459,2.081,2.081,0.946,1.288,1.046,1.849
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,1,female,1.175,1.753,0.544,1.535,2.079,2.077,0.927,1.310,1.053,1.767
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,2,female,1.135,1.805,0.533,1.632,2.164,2.163,0.899,1.264,1.076,1.905
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,3,female,1.224,1.845,0.554,1.663,2.216,2.216,0.946,1.333,1.091,1.810
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,4,female,1.081,1.668,,,2.047,2.018,0.909,1.199,1.027,1.868
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,5,female,1.095,1.757,0.587,1.438,2.025,2.025,0.908,1.246,1.057,1.850
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,6,female,1.161,1.875,0.602,1.614,2.216,2.215,0.992,1.390,1.101,1.908
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,7,female,1.022,1.695,0.621,1.382,2.003,2.003,0.872,1.210,1.019,1.959
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,8,female,1.109,1.881,0.657,1.548,2.205,2.203,0.924,1.283,1.082,1.986
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,9,female,1.067,1.690,0.543,1.470,2.012,2.011,0.921,1.260,1.030,1.886
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,10,female,1.057,1.652,0.580,1.387,1.968,1.967,0.833,1.146,0.964,1.861
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,11,female,1.149,1.796,0.561,1.591,2.152,2.152,0.941,1.347,1.020,1.873
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,12,female,1.044,1.770,0.601,1.454,2.054,2.054,0.879,1.216,1.041,1.967
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,13,female,1.103,1.698,0.582,1.489,2.071,2.069,0.896,1.240,0.978,1.875
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,14,female,1.051,1.662,0.561,1.472,2.032,2.031,0.905,1.205,1.033,1.933
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,15,female,1.077,1.658,0.540,1.452,1.993,1.991,0.858,1.172,0.996,1.849
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,16,female,1.154,1.833,0.607,1.555,2.163,2.162,0.939,1.336,1.051,1.873
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,17,female,1.151,1.797,0.552,1.569,2.121,2.120,0.941,1.341,1.054,1.842
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,18,female,1.120,1.928,0.699,1.539,2.247,2.246,0.922,1.281,1.122,2.006
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,19,female,1.210,1.811,0.573,1.525,2.098,2.097,0.919,1.278,1.084,1.732
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,20,female,1.127,1.761,0.522,1.546,2.072,2.071,0.887,1.239,1.033,1.838
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,21,female,1.110,1.796,0.558,1.539,2.096,2.095,0.883,1.235,1.052,1.888
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,22,female,1.175,1.831,0.589,1.560,2.144,2.144,0.905,1.278,1.078,1.824
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,23,female,1.060,1.686,0.592,1.435,2.027,2.026,0.843,1.173,0.978,1.912
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,24,female,1.174,1.916,0.655,1.576,2.231,2.231,0.906,1.299,1.058,1.900
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,25,female,1.158,1.804,0.597,1.519,2.131,2.131,0.917,1.262,1.085,1.841
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,26,female,1.108,1.896,0.666,1.595,2.253,2.251,0.936,1.297,1.110,2.031
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,27,female,1.034,1.686,0.550,1.453,2.003,2.003,0.863,1.225,0.963,1.936
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,28,female,0.974,1.643,0.552,1.394,1.947,1.946,0.855,1.180,1.002,1.998
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,29,female,1.159,1.853,0.661,1.478,2.139,2.138,0.906,1.279,1.051,1.845
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,30,female,0.997,1.600,0.550,1.339,1.890,1.888,0.828,1.136,0.956,1.892
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,31,female,1.042,1.680,0.542,1.434,1.976,1.975,0.848,1.194,0.988,1.895
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,32,female,0.884,1.477,0.493,1.261,1.753,1.753,0.751,1.035,0.878,1.984
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,33,female,1.014,1.600,0.519,1.375,1.894,1.894,0.847,1.160,0.958,1.868
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,34,female,1.155,1.886,0.675,1.539,2.214,2.214,0.904,1.300,1.047,1.917
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,35,female,1.102,1.753,0.550,1.554,2.095,2.094,0.891,1.233,1.015,1.900
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,36,female,1.108,1.646,0.519,1.448,1.967,1.967,0.894,1.250,0.973,1.775
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,37,female,1.129,1.751,0.593,1.522,2.115,2.113,0.892,1.246,1.017,1.871
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,38,female,1.010,1.572,0.499,1.388,1.886,1.885,0.849,1.168,0.944,1.866
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,39,female,1.130,1.706,0.571,1.485,2.057,2.056,0.916,1.248,1.039,1.819
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,40,female,1.003,1.531,0.467,,,,0.835,1.146,0.924,
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,41,female,1.189,1.726,0.579,1.485,2.065,2.062,0.949,1.279,1.083,1.735
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,42,female,1.071,1.711,0.549,1.500,2.048,2.045,0.865,1.230,0.974,1.909
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,43,female,1.029,1.626,0.560,1.385,1.945,1.943,0.835,1.202,0.929,1.889
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,44,female,1.028,1.676,0.550,1.430,1.980,1.978,0.828,1.176,0.953,1.924
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,45,female,1.099,1.766,0.565,1.471,2.037,2.035,0.923,1.266,1.078,1.852
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,46,female,1.228,1.825,0.576,1.580,2.156,2.156,0.943,1.338,1.062,1.756
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,47,female,1.099,1.716,0.549,1.505,2.054,2.054,0.903,1.284,0.984,1.869
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,48,female,1.064,1.658,0.523,1.456,1.979,1.978,0.892,1.237,0.990,1.860
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,49,female,1.109,1.715,0.603,1.453,2.055,2.055,0.910,1.260,1.011,1.852
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,50,male,1.036,1.540,0.492,1.349,1.841,1.836,0.823,1.117,0.950,1.772
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,51,male,1.084,1.695,0.534,1.425,1.959,1.958,0.880,1.215,1.006,1.806
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,52,male,1.179,1.709,0.549,1.479,2.027,2.026,0.899,1.236,1.033,1.718
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,53,male,0.965,1.440,0.454,1.273,1.727,1.726,0.784,1.050,0.877,1.789
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,54,male,1.052,1.572,0.502,1.401,1.901,1.898,0.851,1.136,0.995,1.804
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,55,male,1.133,1.659,0.543,1.390,1.933,1.932,0.855,1.222,0.930,1.704
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,56,male,1.070,1.643,0.562,1.370,1.932,1.930,0.831,1.156,0.949,1.804
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,57,male,1.052,1.553,0.480,1.366,1.845,1.844,0.819,1.115,0.943,1.752
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,58,male,0.964,1.486,0.454,1.301,1.756,1.753,0.797,1.089,0.934,1.818
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,59,male,1.131,1.687,0.558,1.449,2.007,2.006,0.880,1.199,1.013,1.773
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,60,male,1.000,1.523,0.448,1.345,1.792,1.791,0.819,1.105,0.952,1.792
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,61,male,0.865,1.391,0.464,1.204,1.652,1.649,0.691,0.938,0.843,1.906
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,62,male,1.041,1.608,0.531,1.370,1.900,1.898,0.819,1.121,0.948,1.824
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,63,male,1.154,1.821,0.633,1.523,2.168,2.166,0.879,1.233,1.056,1.876
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,64,male,1.015,1.584,0.468,1.436,1.904,1.903,0.843,1.204,0.938,1.874
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,65,male,1.011,1.572,0.519,1.336,1.855,1.853,0.847,1.152,0.956,1.834
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,66,male,1.064,1.717,0.565,1.447,2.012,2.009,0.928,1.244,1.073,1.889
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,67,male,1.074,1.752,0.603,1.426,2.028,2.027,0.890,1.205,1.057,1.887
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,68,male,0.906,1.485,0.497,1.281,1.779,1.777,0.803,1.103,0.898,1.963
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,69,male,0.951,1.590,0.546,1.355,1.902,1.900,0.840,1.150,0.966,1.998
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,70,male,0.909,1.518,0.504,1.309,1.814,1.813,0.795,1.087,0.926,1.994
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,71,male,1.042,1.659,0.529,1.441,1.970,1.969,0.875,1.185,1.013,1.890
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,72,male,1.022,1.617,0.544,1.381,1.925,1.924,0.851,1.162,0.968,1.883
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,73,male,1.056,1.702,0.543,1.430,1.973,1.972,0.931,1.278,1.034,1.867
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,74,male,1.058,1.686,0.563,1.424,1.987,1.986,0.892,1.237,1.007,1.877
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,75,male,0.957,1.485,0.482,1.340,1.821,1.821,0.787,1.105,0.930,1.903
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,76,male,1.017,1.709,0.585,1.384,1.969,1.965,0.905,1.212,1.048,1.932
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,77,male,1.065,1.675,0.570,1.401,1.971,1.962,0.901,1.213,1.042,1.842
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,78,male,1.026,1.615,0.529,1.372,1.900,1.898,0.847,1.145,0.978,1.849
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,79,male,1.035,1.612,0.509,1.426,1.936,1.928,0.845,1.154,0.982,1.863
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,80,male,0.986,1.584,0.507,1.400,1.907,1.906,0.888,1.185,0.977,1.933
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,81,male,1.073,1.717,0.531,1.478,2.008,2.008,0.879,1.226,1.011,1.870
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,82,male,1.076,,,,,,,,,
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,83,male,1.143,1.667,0.547,1.460,2.006,2.003,0.867,1.207,0.986,1.753
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,84,male,1.103,1.688,0.563,1.400,1.963,1.961,0.890,1.215,1.019,1.778
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,85,male,1.029,1.593,0.525,1.348,1.872,1.870,0.818,1.124,0.950,1.819
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,86,male,1.046,1.749,0.592,1.461,2.053,2.052,0.870,1.193,1.049,1.962
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,87,male,1.044,1.632,0.532,1.418,1.949,1.948,0.886,1.205,0.993,1.866
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,88,male,1.095,1.636,0.562,1.397,1.958,1.958,0.855,1.180,0.975,1.788
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,89,male,1.046,1.613,0.511,1.414,1.918,1.917,0.847,1.172,0.964,1.833
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,90,male,0.875,1.392,0.444,1.227,1.670,1.668,0.700,0.954,0.838,1.906
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,91,male,1.022,1.660,0.564,1.415,1.979,1.978,0.869,1.189,0.995,1.936
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,92,male,0.884,1.410,0.452,1.232,1.684,1.683,0.761,1.010,0.881,1.903
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,93,male,0.950,1.620,0.506,1.373,1.879,1.877,0.837,1.138,0.970,1.977
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,94,male,0.843,1.520,0.482,1.295,1.777,1.776,0.757,1.055,0.884,2.106
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,95,male,0.982,1.580,0.528,1.378,1.905,1.902,0.829,1.139,0.950,1.936
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,96,male,1.075,1.820,0.579,1.506,2.085,2.084,0.896,1.275,1.054,1.939
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,97,male,1.041,1.614,0.543,1.396,1.939,1.938,0.930,1.208,1.059,1.862
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,98,male,0.982,1.571,0.516,1.341,1.856,1.856,0.805,1.134,0.923,1.890
D._buzzatii,Grandchester,-27.68,152.45,1994,1994,99,male,0.983,1.527,0.483,1.317,1.799,1.797,0.808,1.107,0.931,1.828
D._buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,0,female,1.027,1.733,0.552,1.514,2.066,2.065,0.877,1.259,0.979,2.011
D._buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,1,female,1.060,1.739,0.556,1.478,2.033,2.032,0.892,1.266,1.043,1.918
D._buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,2,male,0.860,1.531,0.514,1.323,1.836,1.833,0.833,1.132,0.954,2.132
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,0,female,1.152,1.961,0.711,1.598,2.309,2.308,1.035,1.421,1.189,2.004
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,1,female,1.104,1.656,0.572,1.490,2.062,2.061,0.913,1.240,1.025,1.866
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,2,female,0.931,1.580,0.492,1.398,1.889,1.887,0.831,1.146,0.964,2.027
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,3,female,1.121,1.801,0.579,1.553,2.132,2.128,0.935,1.315,1.055,1.898
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,4,female,1.009,1.575,0.500,1.400,1.900,1.899,0.870,1.185,0.994,1.882
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,5,female,1.005,1.580,0.529,1.374,1.902,1.900,0.881,1.180,0.992,1.892
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,6,female,1.068,1.789,0.599,1.491,2.091,2.089,0.915,1.269,1.061,1.956
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,7,female,1.074,1.754,0.581,1.480,2.061,2.061,0.888,1.215,1.052,1.918
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,8,female,0.999,1.751,0.642,1.440,2.081,2.080,0.889,1.252,1.011,2.081
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,9,female,1.094,1.669,0.530,1.443,1.973,1.971,0.870,1.221,1.004,1.802
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,10,female,1.109,1.716,0.584,1.478,2.062,2.060,0.950,1.285,1.059,1.858
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,11,female,0.990,1.704,0.560,1.480,2.039,2.039,0.884,1.221,1.029,2.061
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,12,female,0.957,1.624,0.525,1.383,1.908,1.907,0.862,1.176,1.006,1.993
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,13,female,1.007,1.608,0.524,1.386,1.910,1.908,0.843,1.166,0.966,1.894
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,14,female,1.006,1.684,0.558,1.471,2.029,2.029,0.884,1.245,0.980,2.018
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,15,female,1.092,1.729,0.564,1.534,2.097,2.095,0.937,1.280,1.046,1.917
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,16,female,1.024,1.625,0.521,1.436,1.957,1.955,0.853,1.196,0.943,1.908
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,17,female,1.111,1.793,0.607,1.501,2.109,2.107,0.927,1.296,1.052,1.897
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,18,female,1.075,1.740,0.595,1.506,2.101,2.099,0.934,1.292,1.039,1.953
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,19,female,0.862,1.509,0.487,1.321,1.807,1.805,0.807,1.097,0.924,2.095
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,20,female,0.943,1.579,0.491,1.406,1.897,1.893,0.828,1.150,0.948,2.006
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,21,female,0.820,1.479,0.500,1.271,1.771,1.769,0.765,1.059,0.890,2.158
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,22,female,1.121,1.837,0.615,1.554,2.169,2.168,0.925,1.296,1.076,1.935
