Species,Population,Latitude,Longitude,Year_start,Year_end,Fly_number,Sex,Thorax_length,l2,3p,l3d,lpd,l3,w1,w2,w3,Wing_loading
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,23,female,1.083,1.721,0.579,1.497,2.076,2.075,0.930,1.260,1.043,1.916
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,24,female,1.020,1.715,0.538,1.519,2.057,2.056,0.900,1.271,0.999,2.016
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,25,female,1.110,1.652,0.560,1.386,1.946,1.945,0.874,1.218,0.943,1.751
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,26,female,1.042,1.724,0.544,1.474,2.019,2.018,0.893,1.226,1.046,1.936
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,27,female,0.999,1.713,0.565,1.443,2.007,2.005,0.887,1.227,1.031,2.008
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,28,female,0.924,1.526,0.506,1.343,1.850,1.850,0.832,1.135,0.942,2.002
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,29,female,0.993,1.749,0.602,1.432,2.034,2.032,0.898,1.238,1.031,2.046
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,30,female,1.150,1.883,0.617,1.606,2.222,2.220,0.945,1.341,1.065,1.931
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,31,female,1.170,1.870,0.634,1.584,2.218,2.216,0.985,1.363,1.131,1.893
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,32,female,1.055,1.734,0.607,1.448,2.055,2.054,0.896,1.246,1.039,1.947
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,33,female,1.051,1.727,0.560,1.496,2.056,2.054,0.881,1.226,1.015,1.955
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,34,female,1.048,1.796,0.577,1.530,2.107,2.106,0.901,1.245,1.069,2.010
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,35,female,1.073,1.753,0.574,1.476,2.050,2.049,0.907,1.272,1.028,1.910
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,36,female,1.007,1.689,0.549,1.421,1.969,1.968,0.885,1.233,1.018,1.953
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,37,female,1.032,1.687,0.554,1.447,2.001,1.999,0.886,1.195,1.050,1.937
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,38,female,1.036,1.748,0.554,1.512,2.066,2.065,0.857,1.231,0.995,1.993
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,39,female,1.038,1.757,0.591,1.508,2.099,2.098,0.932,1.291,1.046,2.022
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,40,female,1.044,1.737,0.583,1.467,2.050,2.048,0.886,1.242,1.009,1.963
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,41,female,0.971,1.578,0.543,1.364,1.906,1.902,0.848,1.139,0.982,1.959
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,42,female,1.088,1.726,0.595,1.449,2.044,2.043,0.900,1.233,1.050,1.878
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,43,female,0.957,1.529,0.499,1.343,1.842,1.840,0.812,1.120,0.931,1.923
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,44,female,1.123,1.837,0.621,1.579,2.200,2.200,0.978,1.349,1.116,1.959
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,45,female,1.014,1.810,0.540,1.549,2.090,2.090,0.900,1.252,1.096,2.061
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,46,female,1.059,1.741,0.599,1.449,2.047,2.047,0.867,1.198,1.034,1.934
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,47,female,1.037,1.692,0.591,1.438,2.028,2.027,0.875,1.246,0.966,1.956
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,48,female,0.988,1.640,0.536,1.422,1.958,1.955,0.894,1.199,1.028,1.979
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,49,female,1.075,1.832,0.586,1.558,2.143,2.143,0.934,1.295,1.090,1.994
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,50,male,1.012,1.729,0.589,1.449,2.038,2.038,0.891,1.206,1.049,2.014
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,51,male,0.970,1.578,0.494,1.401,1.894,1.893,0.824,1.128,0.960,1.952
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,52,male,1.053,1.706,0.546,1.478,2.023,2.022,0.909,1.231,1.042,1.921
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,53,male,0.898,1.536,0.497,1.319,1.816,1.811,0.807,1.097,0.946,2.017
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,54,male,1.001,1.578,0.510,1.378,1.910,1.910,0.836,1.134,0.975,1.908
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,55,male,1.051,1.713,0.564,1.424,1.989,1.984,0.868,1.180,1.037,1.887
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,56,male,1.074,1.651,0.493,1.487,1.979,1.978,0.889,1.224,1.002,1.841
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,57,male,0.967,1.603,0.539,1.370,1.908,1.905,0.862,1.187,0.966,1.971
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,58,male,0.813,1.293,0.406,1.162,1.568,1.565,0.722,0.981,0.808,1.926
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,59,male,0.896,1.448,0.473,1.275,1.748,1.748,0.805,1.106,0.884,1.951
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,60,male,1.002,1.652,0.544,1.406,1.950,1.947,0.861,1.200,0.983,1.944
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,61,male,1.001,1.600,0.499,1.388,1.886,1.885,0.825,1.126,0.975,1.883
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,62,male,0.823,1.367,0.427,1.203,1.630,1.629,0.748,1.032,0.815,1.980
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,63,male,1.043,1.631,0.538,1.362,1.898,1.898,0.878,1.199,1.007,1.820
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,64,male,1.039,1.567,0.508,1.392,1.899,1.897,0.856,1.148,0.993,1.826
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,65,male,1.004,1.632,0.552,1.384,1.936,1.935,0.863,1.180,0.986,1.927
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,66,male,0.935,1.523,0.550,1.257,1.807,1.805,0.754,1.062,0.887,1.931
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,67,male,1.006,1.602,0.552,1.366,1.918,1.918,0.852,1.154,0.984,1.906
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,68,male,1.025,1.660,0.561,1.418,1.979,1.978,0.878,1.219,1.004,1.929
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,69,male,0.905,1.428,0.481,1.228,1.709,1.708,0.777,1.046,0.884,1.887
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,70,male,0.936,1.571,0.533,1.331,1.864,1.862,0.814,1.140,0.919,1.989
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,71,male,0.875,1.394,0.446,1.230,1.676,1.673,0.732,0.995,0.859,1.912
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,72,male,1.004,1.770,0.575,1.456,2.032,2.029,0.909,1.207,1.128,2.020
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,73,male,0.963,1.706,0.587,1.384,1.971,1.970,0.848,1.193,0.974,2.045
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,74,male,0.972,1.639,0.539,1.426,1.965,1.965,0.891,1.222,0.998,2.021
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,75,male,0.864,1.394,0.477,1.174,1.650,1.650,0.723,1.025,0.808,1.909
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,76,male,1.064,1.656,0.554,1.390,1.944,1.943,0.847,1.191,0.951,1.826
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,77,male,1.036,1.658,0.577,1.356,1.933,1.932,0.887,1.180,1.030,1.864
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,78,male,0.909,1.488,0.486,1.289,1.775,1.774,0.788,1.076,0.906,1.951
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,79,male,1.005,1.650,0.535,1.408,1.942,1.942,0.851,1.189,0.990,1.931
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,80,male,1.102,1.667,0.557,1.412,1.969,1.968,0.896,1.201,1.029,1.786
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,81,male,0.946,1.483,0.473,1.297,1.770,1.768,0.792,1.076,0.924,1.869
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,82,male,1.017,1.615,0.577,1.346,1.922,1.922,0.865,1.178,0.970,1.889
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,83,male,1.024,1.587,0.555,1.311,1.865,1.865,0.840,1.144,0.936,1.821
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,84,male,1.071,1.663,0.590,1.424,2.014,2.014,0.913,1.206,1.052,1.881
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,85,male,0.857,1.453,0.433,1.346,1.779,1.777,0.817,1.096,0.923,2.074
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,86,male,0.925,1.542,0.516,1.291,1.805,1.805,0.808,1.131,0.922,1.951
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,87,male,1.022,1.728,0.581,1.443,2.023,2.022,0.902,1.250,1.029,1.978
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,88,male,0.803,1.387,0.430,1.245,1.675,1.672,0.739,1.004,0.855,2.083
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,89,male,1.052,1.738,0.605,1.426,2.031,2.031,0.920,1.266,1.039,1.931
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,90,male,0.991,1.624,0.510,1.362,1.872,1.871,0.839,1.166,0.982,1.888
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,91,male,1.067,1.654,0.611,1.390,2.000,2.000,0.866,1.196,0.984,1.875
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,92,male,0.921,1.425,0.459,1.218,1.677,1.676,0.745,1.029,0.870,1.821
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,93,male,1.063,1.595,0.515,1.385,1.900,1.900,0.830,1.136,0.948,1.788
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,94,male,0.965,1.644,0.593,1.367,1.960,1.960,0.843,1.197,0.930,2.031
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,95,male,0.921,1.627,0.507,1.380,1.887,1.887,0.839,1.159,0.985,2.048
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,96,male,0.897,1.416,0.469,1.277,1.746,1.745,0.734,1.015,0.841,1.946
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,97,male,1.058,1.637,0.518,1.395,1.913,1.913,0.887,1.190,1.022,1.808
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,98,male,1.000,1.653,0.572,1.440,2.013,2.011,0.863,1.196,0.990,2.011
D._buzzatii,Wahruna,-25.20,151.17,1994,1994,99,male,0.951,1.588,0.498,1.421,1.918,1.916,0.837,1.148,0.968,2.015
