Population,Latitude,Longitude,Year_start,Year_end,Sex ,Cross_Line,Line,Starvation_resistance
Maryborough,-25.367,152.69,2000,2000,male,Line,47,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,68
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,60
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,42
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,1,48
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,48
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,90
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,3,42
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,60
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,42
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,6,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,13,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,13,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,13,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,13,30
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,15,36
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,15,30
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,15,60
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,15,60
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,17,48
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,17,48
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,17,60
Rainbow_Beach,-25.930,153.09,2000,2000,female,Line,17,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,36
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,42
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,30
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,1,36
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,42
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,3,30
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,36
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,6,42
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,13,36
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,13,54
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,13,42
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,13,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,15,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,15,54
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,15,60
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,15,48
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,17,42
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,17,54
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,17,60
Rainbow_Beach,-25.930,153.09,2000,2000,male,Line,17,42
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,48
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,36
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,48
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,31,42
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,36
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,60
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,48
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,33,54
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,48
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,72
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,68
Redland_Bay,-27.600,153.30,2000,2000,female,Cross,35,60
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,36
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,31,48
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,72
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,33,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,54
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,48
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,36
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,42
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,42
Redland_Bay,-27.600,153.30,2000,2000,male,Cross,35,42
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,48
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,36
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,42
Redland_Bay,-27.600,153.30,2000,2000,female,Line,10,36
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,36
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,54
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,60
Redland_Bay,-27.600,153.30,2000,2000,female,Line,11,42
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,54
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,48
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,54
Redland_Bay,-27.600,153.30,2000,2000,male,Line,10,54
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,48
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,36
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,48
Redland_Bay,-27.600,153.30,2000,2000,male,Line,11,54
Kingscliff,-28.283,153.58,2000,2000,female,Cross,32,60
Kingscliff,-28.283,153.58,2000,2000,female,Cross,32,42
Kingscliff,-28.283,153.58,2000,2000,female,Cross,32,48
Kingscliff,-28.283,153.58,2000,2000,female,Cross,32,36
Kingscliff,-28.283,153.58,2000,2000,female,Cross,34,36
Kingscliff,-28.283,153.58,2000,2000,female,Cross,34,60
Kingscliff,-28.283,153.58,2000,2000,female,Cross,34,48
Kingscliff,-28.283,153.58,2000,2000,female,Cross,34,54
Kingscliff,-28.283,153.58,2000,2000,female,Cross,36,48
Kingscliff,-28.283,153.58,2000,2000,female,Cross,36,54
Kingscliff,-28.283,153.58,2000,2000,female,Cross,36,48
Kingscliff,-28.283,153.58,2000,2000,female,Cross,36,60
Kingscliff,-28.283,153.58,2000,2000,male,Cross,32,42
Kingscliff,-28.283,153.58,2000,2000,male,Cross,32,36
Kingscliff,-28.283,153.58,2000,2000,male,Cross,32,30
Kingscliff,-28.283,153.58,2000,2000,male,Cross,32,48
Kingscliff,-28.283,153.58,2000,2000,male,Cross,36,
Kingscliff,-28.283,153.58,2000,2000,male,Cross,36,54
Kingscliff,-28.283,153.58,2000,2000,male,Cross,36,48
Kingscliff,-28.283,153.58,2000,2000,male,Cross,36,30
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,54
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,54
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,54
Kingscliff,-28.283,153.58,2000,2000,female,Line,5,68
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,36
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,54
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,
Kingscliff,-28.283,153.58,2000,2000,female,Line,12,60
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,42
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,42
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,48
Kingscliff,-28.283,153.58,2000,2000,male,Line,5,
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,54
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,48
Kingscliff,-28.283,153.58,2000,2000,male,Line,12,54
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,42
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,36
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,60
Alstonville,-28.850,153.46,2000,2000,female,Cross,10,48
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,42
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,54
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,36
Alstonville,-28.850,153.46,2000,2000,female,Cross,12,48
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,36
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,36
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,36
Alstonville,-28.850,153.46,2000,2000,female,Cross,55,54
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,30
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,36
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,42
Alstonville,-28.850,153.46,2000,2000,female,Cross,57,42
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,42
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,48
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,48
Alstonville,-28.850,153.46,2000,2000,female,Cross,59,48
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,48
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,48
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,10,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,30
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,12,48
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,55,36
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,48
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,57,42
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,36
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,60
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,30
Alstonville,-28.850,153.46,2000,2000,male,Cross,59,30
Alstonville,-28.850,153.46,2000,2000,female,Line,1,68
Alstonville,-28.850,153.46,2000,2000,female,Line,1,54
Alstonville,-28.850,153.46,2000,2000,female,Line,1,42
Alstonville,-28.850,153.46,2000,2000,female,Line,1,54
Alstonville,-28.850,153.46,2000,2000,female,Line,2,54
Alstonville,-28.850,153.46,2000,2000,female,Line,2,60
Alstonville,-28.850,153.46,2000,2000,female,Line,2,48
Alstonville,-28.850,153.46,2000,2000,female,Line,2,72
Alstonville,-28.850,153.46,2000,2000,female,Line,3,48
Alstonville,-28.850,153.46,2000,2000,female,Line,3,30
Alstonville,-28.850,153.46,2000,2000,female,Line,3,60
Alstonville,-28.850,153.46,2000,2000,female,Line,3,42
Alstonville,-28.850,153.46,2000,2000,female,Line,4,60
Alstonville,-28.850,153.46,2000,2000,female,Line,4,72
Alstonville,-28.850,153.46,2000,2000,female,Line,4,72
Alstonville,-28.850,153.46,2000,2000,female,Line,4,54
Alstonville,-28.850,153.46,2000,2000,female,Line,6,42
Alstonville,-28.850,153.46,2000,2000,female,Line,6,42
Alstonville,-28.850,153.46,2000,2000,female,Line,6,30
Alstonville,-28.850,153.46,2000,2000,female,Line,6,36
Alstonville,-28.850,153.46,2000,2000,female,Line,8,42
Alstonville,-28.850,153.46,2000,2000,female,Line,8,36
Alstonville,-28.850,153.46,2000,2000,female,Line,8,48
Alstonville,-28.850,153.46,2000,2000,female,Line,8,48
Alstonville,-28.850,153.46,2000,2000,male,Line,2,48
Alstonville,-28.850,153.46,2000,2000,male,Line,2,42
Alstonville,-28.850,153.46,2000,2000,male,Line,2,54
Alstonville,-28.850,153.46,2000,2000,male,Line,2,54
Alstonville,-28.850,153.46,2000,2000,male,Line,3,54
Alstonville,-28.850,153.46,2000,2000,male,Line,3,42
Alstonville,-28.850,153.46,2000,2000,male,Line,3,42
Alstonville,-28.850,153.46,2000,2000,male,Line,3,42
Alstonville,-28.850,153.46,2000,2000,male,Line,4,42
Alstonville,-28.850,153.46,2000,2000,male,Line,4,36
Alstonville,-28.850,153.46,2000,2000,male,Line,4,54
Alstonville,-28.850,153.46,2000,2000,male,Line,4,48
Alstonville,-28.850,153.46,2000,2000,male,Line,6,60
Alstonville,-28.850,153.46,2000,2000,male,Line,6,42
Alstonville,-28.850,153.46,2000,2000,male,Line,6,48
Alstonville,-28.850,153.46,2000,2000,male,Line,6,42
Alstonville,-28.850,153.46,2000,2000,male,Line,8,42
Alstonville,-28.850,153.46,2000,2000,male,Line,8,30
Alstonville,-28.850,153.46,2000,2000,male,Line,8,36
Alstonville,-28.850,153.46,2000,2000,male,Line,8,48
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,24
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,30
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,48
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,1,68
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,60
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,72
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,48
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,3,36
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,30
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,36
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,42
Coffs_Harbour,-30.270,153.12,2000,2000,female,Cross,5,42
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,42
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,24
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,30
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,1,30
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,36
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,36
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,42
Coffs_Harbour,-30.270,153.12,2000,2000,male,Cross,3,42
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,30
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,42
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,42
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,4,42
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,5,60
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,5,72
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,5,72
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,5,54
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,14,54
Coffs_Harbour,-30.270,153.12,2000,2000,female,Line,14,42
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,42
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,42
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,36
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,4,36
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,48
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,36
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,68
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,5,48
Coffs_Harbour,-30.270,153.12,2000,2000,male,Line,14,42
Gosford,-33.367,151.33,2000,2000,female,Cross,14,36
Gosford,-33.367,151.33,2000,2000,female,Cross,14,30
Gosford,-33.367,151.33,2000,2000,female,Cross,14,42
Gosford,-33.367,151.33,2000,2000,female,Cross,14,36
Gosford,-33.367,151.33,2000,2000,female,Cross,18,42
Gosford,-33.367,151.33,2000,2000,female,Cross,18,18
Gosford,-33.367,151.33,2000,2000,female,Cross,18,36
Gosford,-33.367,151.33,2000,2000,female,Cross,18,54
Gosford,-33.367,151.33,2000,2000,male,Cross,14,42
Gosford,-33.367,151.33,2000,2000,male,Cross,14,42
Gosford,-33.367,151.33,2000,2000,male,Cross,14,42
Gosford,-33.367,151.33,2000,2000,male,Cross,14,
Gosford,-33.367,151.33,2000,2000,male,Cross,16,48
Gosford,-33.367,151.33,2000,2000,male,Cross,16,60
Gosford,-33.367,151.33,2000,2000,male,Cross,16,42
Gosford,-33.367,151.33,2000,2000,male,Cross,16,42
Gosford,-33.367,151.33,2000,2000,male,Cross,16,36
Gosford,-33.367,151.33,2000,2000,male,Cross,16,42
Gosford,-33.367,151.33,2000,2000,male,Cross,16,42
Gosford,-33.367,151.33,2000,2000,male,Cross,16,60
Gosford,-33.367,151.33,2000,2000,male,Cross,18,30
Gosford,-33.367,151.33,2000,2000,male,Cross,18,36
Gosford,-33.367,151.33,2000,2000,male,Cross,18,36
Gosford,-33.367,151.33,2000,2000,male,Cross,18,36
Gosford,-33.367,151.33,2000,2000,female,Line,1,48
Gosford,-33.367,151.33,2000,2000,female,Line,1,60
Gosford,-33.367,151.33,2000,2000,female,Line,1,48
Gosford,-33.367,151.33,2000,2000,female,Line,1,68
Gosford,-33.367,151.33,2000,2000,female,Line,2,36
Gosford,-33.367,151.33,2000,2000,female,Line,2,48
Gosford,-33.367,151.33,2000,2000,female,Line,2,42
Gosford,-33.367,151.33,2000,2000,female,Line,2,30
Gosford,-33.367,151.33,2000,2000,female,Line,9,42
Gosford,-33.367,151.33,2000,2000,female,Line,9,48
Gosford,-33.367,151.33,2000,2000,female,Line,9,54
Gosford,-33.367,151.33,2000,2000,female,Line,9,42
Gosford,-33.367,151.33,2000,2000,male,Line,1,36
Gosford,-33.367,151.33,2000,2000,male,Line,1,30
Gosford,-33.367,151.33,2000,2000,male,Line,1,42
Gosford,-33.367,151.33,2000,2000,male,Line,1,42
Gosford,-33.367,151.33,2000,2000,male,Line,2,48
Gosford,-33.367,151.33,2000,2000,male,Line,2,36
Gosford,-33.367,151.33,2000,2000,male,Line,2,24
Gosford,-33.367,151.33,2000,2000,male,Line,2,36
Gosford,-33.367,151.33,2000,2000,male,Line,9,54
Gosford,-33.367,151.33,2000,2000,male,Line,9,68
Gosford,-33.367,151.33,2000,2000,male,Line,9,54
Gosford,-33.367,151.33,2000,2000,male,Line,9,42
Bega,-36.470,150.03,2000,2000,female,Cross,7,24
Bega,-36.470,150.03,2000,2000,female,Cross,7,30
Bega,-36.470,150.03,2000,2000,female,Cross,7,36
Bega,-36.470,150.03,2000,2000,female,Cross,7,42
Bega,-36.470,150.03,2000,2000,female,Cross,9,54
Bega,-36.470,150.03,2000,2000,female,Cross,9,42
Bega,-36.470,150.03,2000,2000,female,Cross,9,48
Bega,-36.470,150.03,2000,2000,female,Cross,9,30
Bega,-36.470,150.03,2000,2000,female,Cross,11,42
Bega,-36.470,150.03,2000,2000,female,Cross,11,48
Bega,-36.470,150.03,2000,2000,female,Cross,11,54
Bega,-36.470,150.03,2000,2000,female,Cross,11,60
Bega,-36.470,150.03,2000,2000,male,Cross,7,42
Bega,-36.470,150.03,2000,2000,male,Cross,7,36
Bega,-36.470,150.03,2000,2000,male,Cross,7,42
Bega,-36.470,150.03,2000,2000,male,Cross,7,48
Bega,-36.470,150.03,2000,2000,male,Cross,9,36
Bega,-36.470,150.03,2000,2000,male,Cross,9,
Bega,-36.470,150.03,2000,2000,male,Cross,9,36
Bega,-36.470,150.03,2000,2000,male,Cross,9,48
Bega,-36.470,150.03,2000,2000,male,Cross,11,42
Bega,-36.470,150.03,2000,2000,male,Cross,11,42
Bega,-36.470,150.03,2000,2000,male,Cross,11,
Bega,-36.470,150.03,2000,2000,male,Cross,11,42
Bega,-36.470,150.03,2000,2000,female,Line,2,24
Bega,-36.470,150.03,2000,2000,female,Line,2,30
Bega,-36.470,150.03,2000,2000,female,Line,2,42
Bega,-36.470,150.03,2000,2000,female,Line,2,42
Bega,-36.470,150.03,2000,2000,female,Line,7,42
Bega,-36.470,150.03,2000,2000,female,Line,7,48
Bega,-36.470,150.03,2000,2000,female,Line,7,54
Bega,-36.470,150.03,2000,2000,female,Line,7,42
Bega,-36.470,150.03,2000,2000,female,Line,15,36
Bega,-36.470,150.03,2000,2000,female,Line,15,24
Bega,-36.470,150.03,2000,2000,female,Line,15,48
Bega,-36.470,150.03,2000,2000,female,Line,15,54
Bega,-36.470,150.03,2000,2000,male,Line,2,42
Bega,-36.470,150.03,2000,2000,male,Line,2,42
Bega,-36.470,150.03,2000,2000,male,Line,2,54
Bega,-36.470,150.03,2000,2000,male,Line,2,42
Bega,-36.470,150.03,2000,2000,male,Line,7,36
Bega,-36.470,150.03,2000,2000,male,Line,7,42
Bega,-36.470,150.03,2000,2000,male,Line,7,30
Bega,-36.470,150.03,2000,2000,male,Line,7,36
Bega,-36.470,150.03,2000,2000,male,Line,15,30
Bega,-36.470,150.03,2000,2000,male,Line,15,36
Bega,-36.470,150.03,2000,2000,male,Line,15,36
Bega,-36.470,150.03,2000,2000,male,Line,15,24
Melbourne,-37.750,144.8,2000,2000,female,Line,2,54
Melbourne,-37.750,144.8,2000,2000,female,Line,2,42
Melbourne,-37.750,144.8,2000,2000,female,Line,2,60
Melbourne,-37.750,144.8,2000,2000,female,Line,2,54
Melbourne,-37.750,144.8,2000,2000,female,Line,3,42
Melbourne,-37.750,144.8,2000,2000,female,Line,3,60
Melbourne,-37.750,144.8,2000,2000,female,Line,3,48
Melbourne,-37.750,144.8,2000,2000,female,Line,3,42
Melbourne,-37.750,144.8,2000,2000,female,Line,4,42
Melbourne,-37.750,144.8,2000,2000,female,Line,4,48
Melbourne,-37.750,144.8,2000,2000,female,Line,4,42
Melbourne,-37.750,144.8,2000,2000,female,Line,4,48
Melbourne,-37.750,144.8,2000,2000,female,Line,6,48
Melbourne,-37.750,144.8,2000,2000,female,Line,6,54
Melbourne,-37.750,144.8,2000,2000,female,Line,6,42
Melbourne,-37.750,144.8,2000,2000,female,Line,6,36
Melbourne,-37.750,144.8,2000,2000,female,Line,40,30
Melbourne,-37.750,144.8,2000,2000,female,Line,40,36
Melbourne,-37.750,144.8,2000,2000,female,Line,40,30
Melbourne,-37.750,144.8,2000,2000,female,Line,40,36
Melbourne,-37.750,144.8,2000,2000,female,Line,42,42
Melbourne,-37.750,144.8,2000,2000,female,Line,42,48
Melbourne,-37.750,144.8,2000,2000,female,Line,42,54
Melbourne,-37.750,144.8,2000,2000,male,Line,3,36
Melbourne,-37.750,144.8,2000,2000,male,Line,3,30
Melbourne,-37.750,144.8,2000,2000,male,Line,3,36
Melbourne,-37.750,144.8,2000,2000,male,Line,3,36
Melbourne,-37.750,144.8,2000,2000,male,Line,4,42
Melbourne,-37.750,144.8,2000,2000,male,Line,4,36
Melbourne,-37.750,144.8,2000,2000,male,Line,4,42
Melbourne,-37.750,144.8,2000,2000,male,Line,4,48
Melbourne,-37.750,144.8,2000,2000,male,Line,6,48
Melbourne,-37.750,144.8,2000,2000,male,Line,6,48
Melbourne,-37.750,144.8,2000,2000,male,Line,6,48
Melbourne,-37.750,144.8,2000,2000,male,Line,6,42
Melbourne,-37.750,144.8,2000,2000,male,Line,40,30
Melbourne,-37.750,144.8,2000,2000,male,Line,40,36
Melbourne,-37.750,144.8,2000,2000,male,Line,40,42
Melbourne,-37.750,144.8,2000,2000,male,Line,40,42
Melbourne,-37.750,144.8,2000,2000,male,Line,42,36
Melbourne,-37.750,144.8,2000,2000,male,Line,42,48
Melbourne,-37.750,144.8,2000,2000,male,Line,42,42
Melbourne,-37.750,144.8,2000,2000,male,Line,42,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,60
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,42
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,60
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,48
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,42
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,72
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,30
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,30
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,42
North_Tasmania,-41.150,147.03,2000,2000,female,Line,37,54
North_Tasmania,-41.150,147.03,2000,2000,female,Line,37,54
North_Tasmania,-41.150,147.03,2000,2000,female,Line,37,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,37,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,41,36
North_Tasmania,-41.150,147.03,2000,2000,female,Line,41,42
North_Tasmania,-41.150,147.03,2000,2000,female,Line,41,42
North_Tasmania,-41.150,147.03,2000,2000,female,Line,41,48
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,54
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,54
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,68
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,68
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,72
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,37,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,37,54
North_Tasmania,-41.150,147.03,2000,2000,male,Line,37,54
North_Tasmania,-41.150,147.03,2000,2000,male,Line,37,48
North_Tasmania,-41.150,147.03,2000,2000,male,Line,39,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,39,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,39,48
North_Tasmania,-41.150,147.03,2000,2000,male,Line,39,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,54
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,48
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,54
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,60
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,42
North_Tasmania,-41.150,147.03,2000,2000,male,Line,41,54
Huonville,-43.020,147.056,2000,2000,female,Cross,49,30
Huonville,-43.020,147.056,2000,2000,female,Cross,49,42
Huonville,-43.020,147.056,2000,2000,female,Cross,49,36
Huonville,-43.020,147.056,2000,2000,female,Cross,49,42
Huonville,-43.020,147.056,2000,2000,female,Cross,51,42
Huonville,-43.020,147.056,2000,2000,female,Cross,51,48
Huonville,-43.020,147.056,2000,2000,female,Cross,51,60
