Drosophila buzzatii: GENEPOP data file for seven loci in each of the 195 samples from 67 localities

Pgm
Aldox
Hex
Adh
Est1
Est2
Lap
pop
54B NthKeppelIs,   0102 0101 0101 0202 0102 0203 0202
54B NthKeppelIs,   0202 0101 0101 0202 0102 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0102 0102 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0103 0202
54B NthKeppelIs,   0202 0101 0102 0203 0202 0303 0202
54B NthKeppelIs,   0102 0101 0102 0203 0102 0102 0202
54B NthKeppelIs,   0202 0101 0101 0202 0102 0102 0202
54B NthKeppelIs,   0102 0101 0101 0202 0202 0103 0202
54B NthKeppelIs,   0202 0101 0101 0303 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0203 0102 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0103 0202
54B NthKeppelIs,   0202 0101 0101 0203 0102 0202 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0202 0102 0202 0202
54B NthKeppelIs,   0102 0101 0102 0202 0102 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54B NthKeppelIs,   0202 0101 0102 0202 0202 0202 0202
54B NthKeppelIs,   0000 0101 0101 0000 0000 0000 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0102 0202
54B NthKeppelIs,   0202 0101 0101 0000 0202 0102 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0304 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0104 0202
54B NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0102 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0203 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54B NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
POP
54A NthKeppelIs,   0202 0000 0101 0203 0202 0104 0202
54A NthKeppelIs,   0202 0000 0102 0202 0102 0202 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0101 0202
54A NthKeppelIs,   0202 0000 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0000 0101 0203 0102 0202 0202
54A NthKeppelIs,   0202 0000 0101 0203 0000 0000 0202
54A NthKeppelIs,   0102 0000 0102 0203 0202 0101 0202
54A NthKeppelIs,   0202 0000 0102 0203 0101 0101 0202
54A NthKeppelIs,   0202 0000 0102 0203 0203 0202 0202
54A NthKeppelIs,   0202 0000 0101 0303 0202 0202 0202
54A NthKeppelIs,   0202 0000 0102 0203 0202 0204 0202
54A NthKeppelIs,   0202 0000 0101 0303 0202 0101 0202
54A NthKeppelIs,   0202 0000 0101 0203 0202 0104 0202
54A NthKeppelIs,   0202 0000 0102 0203 0102 0101 0202
54A NthKeppelIs,   0202 0000 0102 0303 0102 0101 0202
54A NthKeppelIs,   0202 0000 0101 0000 0202 0204 0202
54A NthKeppelIs,   0202 0000 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0000 0101 0202 0102 0204 0202
54A NthKeppelIs,   0202 0000 0102 0203 0202 0104 0202
54A NthKeppelIs,   0202 0000 0102 0203 0202 0304 0202
54A NthKeppelIs,   0102 0000 0101 0203 0202 0204 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0204 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0104 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0204 0202
54A NthKeppelIs,   0202 0000 0102 0203 0202 0404 0202
54A NthKeppelIs,   0202 0000 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0000 0101 0203 0102 0101 0202
54A NthKeppelIs,   0202 0000 0102 0203 0203 0202 0202
54A NthKeppelIs,   0202 0000 0101 0202 0102 0404 0202
54A NthKeppelIs,   0202 0000 0102 0203 0000 0202 0202
54A NthKeppelIs,   0202 0000 0101 0202 0000 0000 0202
54A NthKeppelIs,   0202 0000 0102 0202 0202 0204 0202
54A NthKeppelIs,   0202 0000 0102 0203 0202 0204 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0203 0202
54A NthKeppelIs,   0202 0000 0101 0203 0202 0103 0202
54A NthKeppelIs,   0202 0000 0101 0202 0102 0103 0202
54A NthKeppelIs,   0202 0000 0101 0202 0102 0104 0202
54A NthKeppelIs,   0202 0000 0101 0203 0102 0101 0202
54A NthKeppelIs,   0202 0000 0101 0202 0101 0101 0202
54A NthKeppelIs,   0202 0000 0101 0303 0202 0104 0202
54A NthKeppelIs,   0202 0000 0102 0202 0000 0102 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0202 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0202 0202
54A NthKeppelIs,   0202 0000 0101 0202 0102 0204 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0101 0202
54A NthKeppelIs,   0202 0000 0102 0202 0202 0204 0202
54A NthKeppelIs,   0202 0000 0101 0202 0202 0101 0202
54A NthKeppelIs,   0202 0000 0101 0203 0000 0202 0202
54A NthKeppelIs,   0202 0000 0101 0203 0102 0204 0202
54A NthKeppelIs,   0000 0000 0101 0202 0101 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0101 0101 0202
54A NthKeppelIs,   0102 0101 0102 0203 0202 0202 0202
54A NthKeppelIs,   0202 0101 0102 0202 0203 0203 0202
54A NthKeppelIs,   0202 0101 0101 0303 0202 0104 0202
54A NthKeppelIs,   0202 0101 0102 0202 0203 0202 0202
54A NthKeppelIs,   0202 0101 0101 0203 0102 0202 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0303 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0104 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0104 0202
54A NthKeppelIs,   0202 0101 0101 0203 0102 0103 0202
54A NthKeppelIs,   0202 0102 0101 0202 0000 0202 0202
54A NthKeppelIs,   0202 0101 0101 0303 0000 0102 0202
54A NthKeppelIs,   0202 0102 0101 0202 0102 0404 0202
54A NthKeppelIs,   0202 0101 0102 0202 0102 0101 0202
54A NthKeppelIs,   0102 0101 0102 0203 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0404 0202
54A NthKeppelIs,   0202 0101 0102 0303 0101 0101 0202
54A NthKeppelIs,   0202 0101 0102 0203 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0404 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0204 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0101 0101 0202
54A NthKeppelIs,   0202 0101 0102 0202 0202 0104 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0202 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0202 0202
54A NthKeppelIs,   0202 0102 0101 0202 0202 0204 0202
54A NthKeppelIs,   0202 0101 0101 0202 0101 0101 0202
54A NthKeppelIs,   0202 0101 0101 0000 0202 0102 0202
54A NthKeppelIs,   0000 0101 0101 0202 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0000 0104 0202
54A NthKeppelIs,   0202 0101 0101 0203 0102 0104 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0204 0202
54A NthKeppelIs,   0202 0101 0101 0202 0101 0000 0202
54A NthKeppelIs,   0202 0101 0102 0203 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0104 0202
54A NthKeppelIs,   0202 0102 0101 0202 0102 0104 0202
54A NthKeppelIs,   0202 0101 0102 0000 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0101 0104 0202
54A NthKeppelIs,   0202 0101 0101 0202 0101 0104 0202
54A NthKeppelIs,   0202 0101 0000 0303 0102 0202 0202
54A NthKeppelIs,   0202 0101 0202 0303 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0104 0202
54A NthKeppelIs,   0202 0101 0101 0203 0102 0204 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0204 0202
54A NthKeppelIs,   0000 0101 0101 0202 0202 0202 0202
54A NthKeppelIs,   0000 0101 0102 0203 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0000 0203 0202
54A NthKeppelIs,   0202 0101 0101 0303 0202 0203 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0204 0202
54A NthKeppelIs,   0202 0101 0101 0000 0102 0000 0202
54A NthKeppelIs,   0000 0101 0101 0000 0000 0000 0202
54A NthKeppelIs,   0202 0101 0101 0202 0000 0202 0202
54A NthKeppelIs,   0202 0101 0102 0203 0101 0404 0202
54A NthKeppelIs,   0202 0101 0101 0203 0101 0202 0202
54A NthKeppelIs,   0202 0101 0101 0203 0102 0102 0202
54A NthKeppelIs,   0202 0101 0102 0202 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0304 0202
54A NthKeppelIs,   0202 0101 0101 0202 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0102 0101 0202
54A NthKeppelIs,   0202 0101 0101 0202 0101 0104 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0000 0202
54A NthKeppelIs,   0202 0101 0101 0203 0202 0101 0202
54A NthKeppelIs,   0000 0101 0102 0203 0203 0202 0202
54A NthKeppelIs,   0202 0101 0202 0203 0202 0101 0202
54A NthKeppelIs,   0202 0101 0102 0202 0203 0202 0202
54A NthKeppelIs,   0000 0101 0101 0203 0202 0102 0202
pop
55B MulambinBch,   0202 0101 0101 0202 0202 0404 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0202 0202 0102 0000
55B MulambinBch,   0202 0000 0000 0303 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0101 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0102 0000
55B MulambinBch,   0202 0101 0101 0202 0202 0102 0000
55B MulambinBch,   0202 0000 0202 0203 0102 0202 0000
55B MulambinBch,   0202 0101 0101 0202 0202 0304 0000
55B MulambinBch,   0202 0102 0101 0202 0202 0202 0000
55B MulambinBch,   0202 0101 0101 0303 0202 0204 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0103 0000
55B MulambinBch,   0202 0101 0102 0202 0202 0103 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0103 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0203 0000
55B MulambinBch,   0202 0102 0102 0203 0202 0103 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0204 0000
55B MulambinBch,   0202 0000 0101 0202 0202 0204 0000
55B MulambinBch,   0202 0101 0102 0203 0202 0204 0000
55B MulambinBch,   0202 0103 0101 0303 0102 0202 0000
55B MulambinBch,   0202 0000 0102 0303 0202 0101 0000
55B MulambinBch,   0202 0000 0102 0202 0202 0303 0000
55B MulambinBch,   0202 0000 0102 0303 0202 0101 0000
55B MulambinBch,   0202 0000 0102 0202 0202 0204 0000
55B MulambinBch,   0202 0000 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0000 0101 0303 0202 0101 0000
55B MulambinBch,   0202 0000 0101 0202 0102 0303 0000
55B MulambinBch,   0202 0000 0101 0203 0203 0102 0000
55B MulambinBch,   0202 0000 0101 0203 0202 0102 0000
55B MulambinBch,   0202 0000 0202 0203 0202 0101 0000
55B MulambinBch,   0202 0000 0101 0203 0101 0000 0000
55B MulambinBch,   0202 0000 0202 0203 0202 0102 0000
55B MulambinBch,   0202 0000 0202 0203 0203 0202 0000
55B MulambinBch,   0202 0000 0101 0202 0202 0102 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0102 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0404 0000
55B MulambinBch,   0202 0101 0102 0303 0202 0202 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0103 0101 0203 0102 0202 0000
55B MulambinBch,   0202 0101 0102 0203 0101 0101 0000
55B MulambinBch,   0202 0101 0102 0303 0202 0101 0000
55B MulambinBch,   0202 0000 0101 0203 0202 0204 0000
55B MulambinBch,   0202 0101 0102 0203 0102 0101 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0102 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0102 0000
55B MulambinBch,   0202 0101 0202 0202 0202 0203 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0204 0000
55B MulambinBch,   0202 0103 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0000 0101 0203 0202 0103 0000
55B MulambinBch,   0202 0000 0102 0303 0202 0104 0000
55B MulambinBch,   0202 0000 0101 0203 0202 0102 0000
55B MulambinBch,   0202 0000 0102 0202 0202 0202 0000
55B MulambinBch,   0202 0000 0102 0203 0102 0304 0000
55B MulambinBch,   0202 0000 0101 0203 0103 0202 0000
55B MulambinBch,   0202 0000 0101 0303 0202 0204 0000
55B MulambinBch,   0202 0000 0102 0203 0102 0202 0000
55B MulambinBch,   0202 0000 0101 0202 0202 0204 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0102 0000
55B MulambinBch,   0202 0102 0102 0202 0202 0102 0000
55B MulambinBch,   0202 0102 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0202 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0303 0000
55B MulambinBch,   0202 0102 0102 0202 0102 0102 0000
55B MulambinBch,   0202 0000 0000 0202 0102 0202 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0101 0000
55B MulambinBch,   0202 0202 0101 0203 0102 0102 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0103 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0203 0000
55B MulambinBch,   0202 0101 0101 0203 0202 0202 0000
55B MulambinBch,   0202 0102 0101 0202 0102 0202 0000
55B MulambinBch,   0202 0101 0101 0202 0102 0103 0000
55B MulambinBch,   0202 0102 0101 0203 0202 0103 0000
55B MulambinBch,   0202 0101 0000 0203 0202 0101 0000
55B MulambinBch,   0202 0101 0101 0202 0101 0102 0000
55B MulambinBch,   0202 0102 0101 0203 0202 0404 0000
55B MulambinBch,   0202 0101 0102 0203 0202 0202 0000
55B MulambinBch,   0202 0101 0102 0202 0202 0102 0000
POP
55A MulambinBch,   0202 0101 0102 0202 0202 0104 0202
55A MulambinBch,   0202 0101 0202 0000 0203 0104 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0102 0202
55A MulambinBch,   0202 0101 0101 0202 0202 0102 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0102 0202
55A MulambinBch,   0202 0101 0102 0202 0202 0204 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0102 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0104 0202
55A MulambinBch,   0202 0101 0101 0202 0202 0101 0202
55A MulambinBch,   0202 0101 0102 0203 0202 0102 0202
55A MulambinBch,   0202 0101 0102 0303 0202 0204 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0204 0202
55A MulambinBch,   0202 0101 0102 0202 0102 0103 0202
55A MulambinBch,   0202 0101 0102 0202 0202 0101 0202
55A MulambinBch,   0202 0101 0102 0203 0202 0204 0202
55A MulambinBch,   0202 0101 0102 0303 0202 0101 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0205 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0202 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0101 0202
55A MulambinBch,   0202 0101 0102 0203 0202 0101 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0104 0202
55A MulambinBch,   0202 0101 0101 0202 0102 0104 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0204 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0103 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0102 0202
55A MulambinBch,   0202 0101 0101 0202 0102 0104 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0203 0202
55A MulambinBch,   0202 0000 0102 0202 0000 0000 0202
55A MulambinBch,   0202 0102 0102 0303 0102 0102 0202
55A MulambinBch,   0202 0101 0102 0303 0202 0204 0202
55A MulambinBch,   0202 0101 0102 0203 0202 0102 0202
55A MulambinBch,   0202 0101 0101 0202 0202 0303 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0404 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0104 0202
55A MulambinBch,   0202 0101 0101 0203 0202 0204 0202
55A MulambinBch,   0202 0101 0101 0303 0202 0102 0202
55A MulambinBch,   0202 0102 0101 0203 0102 0102 0202
55A MulambinBch,   0202 0101 0000 0202 0102 0102 0202
55A MulambinBch,   0202 0101 0102 0203 0102 0102 0202
pop
32b Emupark,       0202 0101 0102 0202 0202 0303 0202
32b Emupark,       0202 0101 0101 0203 0101 0202 0202
32b Emupark,       0202 0101 0101 0203 0202 0202 0202
32b Emupark,       0202 0101 0102 0202 0102 0101 0202
32b Emupark,       0202 0101 0202 0202 0202 0202 0202
32b Emupark,       0202 0102 0102 0202 0202 0101 0202
32b Emupark,       0202 0101 0101 0202 0202 0203 0102
32b Emupark,       0202 0101 0101 0202 0102 0102 0202
32b Emupark,       0202 0101 0101 0203 0202 0101 0202
POP
32A EmuPark,       0202 0000 0102 0000 0202 0104 0000
32A EmuPark,       0202 0000 0101 0000 0203 0102 0000
32A EmuPark,       0202 0000 0102 0000 0202 0104 0000
32A EmuPark,       0202 0000 0102 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0102 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0104 0000
32A EmuPark,       0202 0000 0102 0000 0202 0104 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0000 0202 0000 0202 0103 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0000 0102 0000 0203 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0102 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0104 0000
32A EmuPark,       0202 0000 0101 0000 0202 0203 0000
32A EmuPark,       0202 0000 0101 0000 0202 0104 0000
32A EmuPark,       0202 0000 0102 0000 0202 0304 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0104 0000
32A EmuPark,       0202 0000 0101 0000 0202 0203 0000
32A EmuPark,       0202 0000 0101 0000 0101 0104 0000
32A EmuPark,       0202 0000 0101 0000 0102 0101 0000
32A EmuPark,       0202 0000 0202 0000 0101 0104 0000
32A EmuPark,       0202 0000 0101 0000 0202 0103 0000
32A EmuPark,       0202 0000 0102 0000 0202 0103 0000
32A EmuPark,       0202 0000 0102 0000 0202 0101 0000
32A EmuPark,       0202 0000 0202 0000 0202 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0203 0000
32A EmuPark,       0202 0000 0102 0000 0202 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0103 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0104 0000
32A EmuPark,       0202 0000 0102 0000 0202 0103 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0202 0000
32A EmuPark,       0202 0000 0202 0000 0102 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0102 0000 0202 0203 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0204 0000
32A EmuPark,       0202 0000 0101 0000 0202 0104 0000
32A EmuPark,       0202 0000 0101 0000 0202 0202 0000
32A EmuPark,       0202 0000 0101 0000 0102 0203 0000
32A EmuPark,       0202 0000 0101 0000 0103 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0101 0000
32A EmuPark,       0202 0000 0101 0000 0202 0103 0000
32A EmuPark,       0202 0000 0101 0000 0203 0103 0000
32A EmuPark,       0202 0000 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0101 0000
32A EmuPark,       0202 0101 0101 0000 0202 0304 0000
32A EmuPark,       0202 0101 0101 0000 0202 0101 0000
32A EmuPark,       0202 0101 0101 0000 0202 0304 0000
32A EmuPark,       0202 0101 0101 0000 0202 0101 0000
32A EmuPark,       0202 0101 0202 0000 0102 0102 0000
32A EmuPark,       0202 0101 0101 0000 0102 0101 0000
32A EmuPark,       0202 0101 0101 0000 0202 0204 0000
32A EmuPark,       0202 0101 0102 0000 0101 0101 0000
32A EmuPark,       0202 0101 0101 0000 0102 0104 0000
32A EmuPark,       0202 0101 0102 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0102 0000 0202 0104 0000
32A EmuPark,       0202 0101 0101 0000 0202 0101 0000
32A EmuPark,       0202 0101 0102 0000 0202 0101 0000
32A EmuPark,       0202 0101 0101 0000 0202 0103 0000
32A EmuPark,       0202 0101 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0102 0102 0000
32A EmuPark,       0202 0101 0102 0000 0202 0104 0000
32A EmuPark,       0202 0101 0101 0000 0203 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0202 0000
32A EmuPark,       0202 0101 0101 0000 0202 0101 0000
32A EmuPark,       0202 0101 0102 0000 0102 0303 0000
32A EmuPark,       0202 0101 0101 0000 0202 0103 0000
32A EmuPark,       0202 0101 0101 0000 0202 0202 0000
32A EmuPark,       0202 0101 0101 0000 0102 0103 0000
32A EmuPark,       0202 0101 0101 0000 0202 0103 0000
32A EmuPark,       0202 0101 0101 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0104 0000
32A EmuPark,       0202 0101 0101 0000 0202 0203 0000
32A EmuPark,       0202 0101 0101 0000 0202 0203 0000
32A EmuPark,       0202 0101 0101 0000 0202 0202 0000
32A EmuPark,       0202 0101 0101 0000 0202 0204 0000
32A EmuPark,       0202 0101 0101 0000 0202 0203 0000
32A EmuPark,       0202 0102 0102 0000 0202 0102 0000
32A EmuPark,       0202 0101 0101 0000 0202 0202 0000
32A EmuPark,       0202 0101 0101 0000 0102 0202 0000
32A EmuPark,       0202 0101 0101 0000 0203 0203 0000
32A EmuPark,       0202 0101 0102 0000 0102 0102 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0202 0000 0000 0000
32A EmuPark,       0000 0000 0000 0303 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
32A EmuPark,       0000 0000 0000 0203 0000 0000 0000
