Population,Latitude,Longitude,Year_start,Year_end,Run,Treatment,Heat_knockdown_time
South_Tasmania,-43.067,147.12,2001,2001,4,winter,4.13
South_Tasmania,-43.067,147.12,2001,2001,3,winter,4.29
South_Tasmania,-43.067,147.12,2001,2001,5,winter,4.34
South_Tasmania,-43.067,147.12,2001,2001,1,summer,4.58
South_Tasmania,-43.067,147.12,2001,2001,2,winter,5.00
South_Tasmania,-43.067,147.12,2001,2001,8,winter,5.19
South_Tasmania,-43.067,147.12,2001,2001,4,winter,5.25
South_Tasmania,-43.067,147.12,2001,2001,4,constant,5.30
South_Tasmania,-43.067,147.12,2001,2001,8,winter,5.45
South_Tasmania,-43.067,147.12,2001,2001,5,winter,5.46
South_Tasmania,-43.067,147.12,2001,2001,2,winter,5.85
South_Tasmania,-43.067,147.12,2001,2001,2,constant,6.01
South_Tasmania,-43.067,147.12,2001,2001,5,constant,6.11
South_Tasmania,-43.067,147.12,2001,2001,7,constant,6.35
South_Tasmania,-43.067,147.12,2001,2001,2,constant,6.57
South_Tasmania,-43.067,147.12,2001,2001,1,summer,6.83
South_Tasmania,-43.067,147.12,2001,2001,5,constant,7.29
South_Tasmania,-43.067,147.12,2001,2001,1,winter,7.56
South_Tasmania,-43.067,147.12,2001,2001,2,summer,7.66
South_Tasmania,-43.067,147.12,2001,2001,4,constant,7.76
South_Tasmania,-43.067,147.12,2001,2001,4,winter,7.86
South_Tasmania,-43.067,147.12,2001,2001,5,constant,8.01
South_Tasmania,-43.067,147.12,2001,2001,4,summer,8.02
South_Tasmania,-43.067,147.12,2001,2001,8,winter,8.12
South_Tasmania,-43.067,147.12,2001,2001,7,summer,8.12
South_Tasmania,-43.067,147.12,2001,2001,2,summer,8.56
South_Tasmania,-43.067,147.12,2001,2001,8,winter,9.13
South_Tasmania,-43.067,147.12,2001,2001,7,summer,9.27
South_Tasmania,-43.067,147.12,2001,2001,4,summer,9.28
South_Tasmania,-43.067,147.12,2001,2001,8,constant,9.41
South_Tasmania,-43.067,147.12,2001,2001,3,winter,9.43
South_Tasmania,-43.067,147.12,2001,2001,6,constant,9.44
South_Tasmania,-43.067,147.12,2001,2001,3,constant,9.50
South_Tasmania,-43.067,147.12,2001,2001,1,constant,9.71
South_Tasmania,-43.067,147.12,2001,2001,5,summer,9.99
South_Tasmania,-43.067,147.12,2001,2001,4,summer,10.03
South_Tasmania,-43.067,147.12,2001,2001,2,constant,10.03
South_Tasmania,-43.067,147.12,2001,2001,3,winter,10.33
South_Tasmania,-43.067,147.12,2001,2001,7,constant,10.36
South_Tasmania,-43.067,147.12,2001,2001,8,winter,10.51
South_Tasmania,-43.067,147.12,2001,2001,2,winter,10.57
South_Tasmania,-43.067,147.12,2001,2001,8,constant,10.58
South_Tasmania,-43.067,147.12,2001,2001,6,summer,10.60
South_Tasmania,-43.067,147.12,2001,2001,1,summer,10.63
South_Tasmania,-43.067,147.12,2001,2001,6,constant,10.69
South_Tasmania,-43.067,147.12,2001,2001,1,constant,10.73
South_Tasmania,-43.067,147.12,2001,2001,1,winter,10.75
South_Tasmania,-43.067,147.12,2001,2001,6,summer,10.78
South_Tasmania,-43.067,147.12,2001,2001,7,summer,10.81
South_Tasmania,-43.067,147.12,2001,2001,8,summer,11.04
South_Tasmania,-43.067,147.12,2001,2001,7,constant,11.08
South_Tasmania,-43.067,147.12,2001,2001,3,summer,11.09
South_Tasmania,-43.067,147.12,2001,2001,5,summer,11.14
South_Tasmania,-43.067,147.12,2001,2001,1,constant,11.53
South_Tasmania,-43.067,147.12,2001,2001,6,summer,11.56
South_Tasmania,-43.067,147.12,2001,2001,3,constant,11.57
South_Tasmania,-43.067,147.12,2001,2001,6,constant,11.75
South_Tasmania,-43.067,147.12,2001,2001,8,winter,12.07
South_Tasmania,-43.067,147.12,2001,2001,5,summer,12.10
South_Tasmania,-43.067,147.12,2001,2001,3,summer,12.16
South_Tasmania,-43.067,147.12,2001,2001,2,summer,12.73
South_Tasmania,-43.067,147.12,2001,2001,6,summer,12.77
South_Tasmania,-43.067,147.12,2001,2001,3,summer,13.31
South_Tasmania,-43.067,147.12,2001,2001,3,constant,13.36
South_Tasmania,-43.067,147.12,2001,2001,7,constant,14.03
Wandin,-34.383,150.80,2001,2001,8,winter,2.26
Wandin,-34.383,150.80,2001,2001,3,winter,2.34
Wandin,-34.383,150.80,2001,2001,8,winter,2.34
Wandin,-34.383,150.80,2001,2001,3,winter,2.54
Wandin,-34.383,150.80,2001,2001,3,winter,3.32
Wandin,-34.383,150.80,2001,2001,3,winter,3.43
Wandin,-34.383,150.80,2001,2001,4,winter,4.02
Wandin,-34.383,150.80,2001,2001,8,summer,4.19
Wandin,-34.383,150.80,2001,2001,8,winter,4.29
Wandin,-34.383,150.80,2001,2001,2,winter,4.51
Wandin,-34.383,150.80,2001,2001,8,winter,4.53
Wandin,-34.383,150.80,2001,2001,3,summer,5.30
Wandin,-34.383,150.80,2001,2001,7,constant,5.33
Wandin,-34.383,150.80,2001,2001,5,winter,5.34
Wandin,-34.383,150.80,2001,2001,3,constant,5.50
Wandin,-34.383,150.80,2001,2001,2,constant,5.78
Wandin,-34.383,150.80,2001,2001,4,winter,5.84
Wandin,-34.383,150.80,2001,2001,8,summer,6.10
Wandin,-34.383,150.80,2001,2001,3,constant,6.48
Wandin,-34.383,150.80,2001,2001,2,winter,6.51
Wandin,-34.383,150.80,2001,2001,2,summer,6.90
Wandin,-34.383,150.80,2001,2001,5,winter,6.94
Wandin,-34.383,150.80,2001,2001,8,winter,7.58
Wandin,-34.383,150.80,2001,2001,6,constant,7.74
Wandin,-34.383,150.80,2001,2001,3,constant,8.31
Wandin,-34.383,150.80,2001,2001,1,winter,8.35
Wandin,-34.383,150.80,2001,2001,5,winter,8.50
Wandin,-34.383,150.80,2001,2001,8,summer,8.53
Wandin,-34.383,150.80,2001,2001,3,constant,8.54
Wandin,-34.383,150.80,2001,2001,1,winter,8.65
Wandin,-34.383,150.80,2001,2001,2,winter,8.69
Wandin,-34.383,150.80,2001,2001,1,constant,8.70
Wandin,-34.383,150.80,2001,2001,2,constant,8.98
Wandin,-34.383,150.80,2001,2001,4,constant,9.05
Wandin,-34.383,150.80,2001,2001,1,summer,9.26
Wandin,-34.383,150.80,2001,2001,6,summer,9.33
Wandin,-34.383,150.80,2001,2001,7,summer,9.36
Wandin,-34.383,150.80,2001,2001,6,summer,9.57
Wandin,-34.383,150.80,2001,2001,6,constant,9.64
Wandin,-34.383,150.80,2001,2001,2,summer,9.69
Wandin,-34.383,150.80,2001,2001,1,winter,9.72
Wandin,-34.383,150.80,2001,2001,4,summer,9.79
Wandin,-34.383,150.80,2001,2001,5,constant,9.94
Wandin,-34.383,150.80,2001,2001,4,constant,9.95
Wandin,-34.383,150.80,2001,2001,5,constant,10.14
Wandin,-34.383,150.80,2001,2001,7,summer,10.20
Wandin,-34.383,150.80,2001,2001,8,constant,10.29
Wandin,-34.383,150.80,2001,2001,5,summer,10.37
Wandin,-34.383,150.80,2001,2001,1,summer,10.38
Wandin,-34.383,150.80,2001,2001,3,summer,10.49
Wandin,-34.383,150.80,2001,2001,6,constant,10.66
Wandin,-34.383,150.80,2001,2001,2,summer,10.96
Wandin,-34.383,150.80,2001,2001,7,constant,10.97
Wandin,-34.383,150.80,2001,2001,4,summer,11.19
Wandin,-34.383,150.80,2001,2001,7,constant,11.34
Wandin,-34.383,150.80,2001,2001,8,winter,11.43
Wandin,-34.383,150.80,2001,2001,8,summer,11.46
Wandin,-34.383,150.80,2001,2001,1,constant,11.63
Wandin,-34.383,150.80,2001,2001,1,constant,11.74
Wandin,-34.383,150.80,2001,2001,1,summer,11.84
Wandin,-34.383,150.80,2001,2001,7,summer,12.39
Wandin,-34.383,150.80,2001,2001,6,constant,12.61
Wandin,-34.383,150.80,2001,2001,4,winter,12.94
Wandin,-34.383,150.80,2001,2001,4,constant,12.99
Wandin,-34.383,150.80,2001,2001,5,summer,13.11
Wandin,-34.383,150.80,2001,2001,8,constant,13.13
Wandin,-34.383,150.80,2001,2001,2,constant,13.71
Wandin,-34.383,150.80,2001,2001,3,summer,14.46
Wandin,-34.383,150.80,2001,2001,5,summer,14.96
Wandin,-34.383,150.80,2001,2001,4,summer,15.29
