Population,ID_Nr,Latitude,Longitude,Year_start,Year_end,Locus,Allele1_fz,Allele2_fz,Allele3_fz,Allele4_fz,Allele5_fz,2n
O'Hara,59D,-32.430,150.650,1972,1996,Hex, , ,,,,0
O'Hara,59E,-32.430,150.650,1972,1996,Hex,0.783,0.217,,,,138
O'Hara,59F,-32.430,150.650,1972,1996,Hex,0.735,0.265,,,,514
O'Hara,59G,-32.430,150.650,1972,1996,Hex,0.747,0.253,,,,198
O'Hara,59H,-32.430,150.650,1972,1996,Hex,0.769,0.231,,,,368
O'Hara,59I,-32.430,150.650,1972,1996,Hex,0.750,0.250,,,,244
O'Hara,59J,-32.430,150.650,1972,1996,Hex,0.786,0.214,,,,384
O'Hara,59K,-32.430,150.650,1972,1996,Hex,0.737,0.263,,,,372
Cox,60A,-32.460,150.680,1972,1996,Hex,0.835,0.165,,,,636
Cox,60B,-32.460,150.680,1972,1996,Hex,0.845,0.155,,,,1060
Cox,60C,-32.460,150.680,1972,1996,Hex,0.814,0.186,,,,1132
Cox,60D,-32.460,150.680,1972,1996,Hex,0.782,0.218,,,,308
Cox,60E,-32.460,150.680,1972,1996,Hex,0.806,0.194,,,,310
Cox,60F,-32.460,150.680,1972,1996,Hex,0.800,0.200,,,,616
Cox,60G,-32.460,150.680,1972,1996,Hex,0.964,0.036,,,,28
Cox,60H,-32.460,150.680,1972,1996,Hex,0.823,0.177,,,,220
Yarrawonga,5A,-32.490,150.600,1972,1996,Hex,0.883,0.117,,,,128
Yarrawonga,5AA,-32.490,150.600,1972,1996,Hex,0.828,0.172,,,,1054
Yarrawonga,5B,-32.490,150.600,1972,1996,Hex,0.913,0.087,,,,802
Yarrawonga,5BB,-32.490,150.600,1972,1996,Hex,0.892,0.108,,,,1090
Yarrawonga,5C,-32.490,150.600,1972,1996,Hex,0.931,0.069,,,,960
Yarrawonga,5CC,-32.490,150.600,1972,1996,Hex,0.926,0.074,,,,94
Yarrawonga,5D,-32.490,150.600,1972,1996,Hex,0.960,0.040,,,,400
Yarrawonga,5DD,-32.490,150.600,1972,1996,Hex,0.926,0.074,,,,284
Yarrawonga,5E,-32.490,150.600,1972,1996,Hex,0.927,0.073,,,,110
Yarrawonga,5EE,-32.490,150.600,1972,1996,Hex,0.927,0.073,,,,82
Yarrawonga,5F,-32.490,150.600,1972,1996,Hex,0.958,0.042,,,,264
Yarrawonga,5FF,-32.490,150.600,1972,1996,Hex,0.839,0.161,,,,124
Yarrawonga,5G,-32.490,150.600,1972,1996,Hex,0.951,0.049,,,,324
Yarrawonga,5GG,-32.490,150.600,1972,1996,Hex,0.767,0.233,,,,180
Yarrawonga,5H,-32.490,150.600,1972,1996,Hex,0.926,0.074,,,,190
Yarrawonga,5HH,-32.490,150.600,1972,1996,Hex,0.793,0.207,,,,1330
Yarrawonga,5I,-32.490,150.600,1972,1996,Hex,0.954,0.046,,,,240
Yarrawonga,5II,-32.490,150.600,1972,1996,Hex,0.821,0.179,,,,2092
Yarrawonga,5J,-32.490,150.600,1972,1996,Hex,0.948,0.052,,,,1528
Yarrawonga,5JJ,-32.490,150.600,1972,1996,Hex,0.817,0.183,,,,2076
Yarrawonga,5K,-32.490,150.600,1972,1996,Hex,0.843,0.157,,,,740
Yarrawonga,5KK,-32.490,150.600,1972,1996,Hex,0.836,0.164,,,,244
Yarrawonga,5L,-32.490,150.600,1972,1996,Hex,0.840,0.160,,,,1150
Yarrawonga,5LL,-32.490,150.600,1972,1996,Hex,0.789,0.211,,,,954
Yarrawonga,5M,-32.490,150.600,1972,1996,Hex,0.863,0.137,,,,772
Yarrawonga,5MM,-32.490,150.600,1972,1996,Hex,0.840,0.160,,,,1584
Yarrawonga,5N,-32.490,150.600,1972,1996,Hex,0.899,0.101,,,,138
Yarrawonga,5NN,-32.490,150.600,1972,1996,Hex,0.827,0.173,,,,1042
Yarrawonga,5O,-32.490,150.600,1972,1996,Hex,0.858,0.142,,,,576
Yarrawonga,5OO,-32.490,150.600,1972,1996,Hex,0.864,0.136,,,,286
Yarrawonga,5P,-32.490,150.600,1972,1996,Hex,0.877,0.123,,,,920
Yarrawonga,5PP,-32.490,150.600,1972,1996,Hex,0.814,0.186,,,,140
Yarrawonga,5Q,-32.490,150.600,1972,1996,Hex,0.861,0.139,,,,166
Yarrawonga,5QQ,-32.490,150.600,1972,1996,Hex,0.778,0.222,,,,72
Yarrawonga,5R,-32.490,150.600,1972,1996,Hex,0.884,0.116,,,,138
Yarrawonga,5RR,-32.490,150.600,1972,1996,Hex,0.819,0.181,,,,138
Yarrawonga,5S,-32.490,150.600,1972,1996,Hex,0.844,0.156,,,,64
Yarrawonga,5SS,-32.490,150.600,1972,1996,Hex,0.831,0.169,,,,1386
Yarrawonga,5T,-32.490,150.600,1972,1996,Hex,0.944,0.056,,,,18
Yarrawonga,5TT,-32.490,150.600,1972,1996,Hex,0.866,0.134,,,,262
Yarrawonga,5U,-32.490,150.600,1972,1996,Hex,0.955,0.045,,,,44
Yarrawonga,5UU,-32.490,150.600,1972,1996,Hex,0.779,0.221,,,,642
Yarrawonga,5V,-32.490,150.600,1972,1996,Hex,0.916,0.084,,,,202
Yarrawonga,5VV,-32.490,150.600,1972,1996,Hex,0.766,0.234,,,,3384
Yarrawonga,5W,-32.490,150.600,1972,1996,Hex,0.827,0.173,,,,1876
Yarrawonga,5X,-32.490,150.600,1972,1996,Hex,0.914,0.086,,,,362
Yarrawonga,5Y,-32.490,150.600,1972,1996,Hex,0.886,0.114,,,,70
Yarrawonga,5Z,-32.490,150.600,1972,1996,Hex,0.875,0.125,,,,192
Woodlands_Hill,4B,-32.500,150.783,1972,1996,Hex, , ,,,,0
Woodlands_Hill,4C,-32.500,150.783,1972,1996,Hex,0.936,0.064,,,,156
Warkworth,3B,-32.567,151.017,1972,1996,Hex, , ,,,,0
Warkworth,3C,-32.567,151.017,1972,1996,Hex,0.878,0.122,,,,148
Warkworth,3D,-32.567,151.017,1972,1996,Hex,0.827,0.173,,,,324
Warkworth,3E,-32.567,151.017,1972,1996,Hex,0.874,0.126,,,,214
Lady_Jane_Beach,58,-33.833,151.300,1972,1996,Hex,1.000,0.000,,,,90
Cobbity,2,-34.017,150.667,1972,1996,Hex,0.924,0.076,,,,144
Cawdor,1,-34.100,150.667,1972,1996,Hex,0.920,0.080,,,,150
Mildura,48,-34.217,142.150,1972,1996,Hex,0.918,0.082,,,,122
"Block_598,_Cardross",43,-34.300,142.150,1972,1996,Hex,0.846,0.154,,,,188
Cardross_Reserve,44,-34.300,142.167,1972,1996,Hex,0.963,0.037,,,,218
"Cureton_Ave,_Sunnycliffs",47,-34.300,142.200,1972,1996,Hex,0.915,0.085,,,,82
"Block_575,_Cardross",42,-34.317,142.133,1972,1996,Hex,0.944,0.056,,,,162
"Block_260,_Sunnycliffs",45,-34.317,142.183,1972,1996,Hex,0.916,0.084,,,,250
"Block_270,_Sunnycliffs",46,-34.317,142.200,1972,1996,Hex,0.897,0.103,,,,58
Parafield,62,-34.800,138.650,1972,1996,Hex,0.962,0.038,,,,292
Pooraka,49,-34.817,138.117,1972,1996,Hex,0.931,0.069,,,,72
Wood_Wood,41,-35.117,143.350,1972,1996,Hex,0.904,0.096,,,,342
Dead_Horse_Lane,40,-35.367,143.550,1972,1996,Hex,0.875,0.125,,,,32
Bulla,63A,-37.654,144.769,1972,1996,Hex,0.965,0.035,,,,396
Bulla,63B,-37.654,144.769,1972,1996,Hex,0.957,0.043,,,,552
Bulla,63C,-37.654,144.769,1972,1996,Hex,0.981,0.019,,,,54
Mackay,36,-21.170,149.220,1972,1996,Lap,0.000,1.000,0.000,,,24
Nth_Keppel_Is.,54A,-23.090,150.870,1972,1996,Lap,0.000,1.000,0.000,,,242
Nth_Keppel_Is.,54B,-23.090,150.870,1972,1996,Lap,0.000,1.000,0.000,,,144
Mulambin_Beach,55A,-23.188,150.789,1972,1996,Lap,0.000,1.000,0.000,,,78
Mulambin_Beach,55B,-23.188,150.789,1972,1996,Lap, , , ,,,0
Emu_Park,32A,-23.240,150.840,1972,1996,Lap, , , ,,,0
Emu_Park,32B,-23.240,150.840,1972,1996,Lap,0.056,0.944,0.000,,,18
Masthead_Is.,69,-23.540,151.730,1972,1996,Lap, , , ,,,0
Westwood,16A,-23.647,150.149,1972,1996,Lap, , , ,,,0
Westwood,16B,-23.647,150.149,1972,1996,Lap, , , ,,,0
Westwood,16C,-23.647,150.149,1972,1996,Lap, , , ,,,0
Westwood,16D,-23.647,150.149,1972,1996,Lap, , , ,,,0
Dixalea,17A,-23.928,150.284,1972,1996,Lap, , , ,,,0
Dixalea,17C,-23.928,150.284,1972,1996,Lap,0.000,1.000,0.000,,,184
Glen_Elgin,15A,-24.620,149.190,1972,1996,Lap, , , ,,,0
Glen_Elgin,15B,-24.620,149.190,1972,1996,Lap, , , ,,,0
Glen_Elgin,15C,-24.620,149.190,1972,1996,Lap,0.000,1.000,0.000,,,80
Glen_Elgin,15D,-24.620,149.190,1972,1996,Lap,0.000,1.000,0.000,,,286
Planet_Downs,51A,-24.630,149.030,1972,1996,Lap,0.015,0.985,0.000,,,68
Planet_Downs,51B,-24.630,149.030,1972,1996,Lap, , , ,,,0
Theodore,18A,-25.023,150.044,1972,1996,Lap, , , ,,,0
Theodore,18B,-25.023,150.044,1972,1996,Lap, , , ,,,0
Theodore,18C,-25.023,150.044,1972,1996,Lap, , , ,,,0
Isla_Gorge,72,-25.247,149.941,1972,1996,Lap, , , ,,,0
Bulloo_Lakes,25,-25.590,144.600,1972,1996,Lap, , , ,,,0
Telegraph_Plains,67,-25.669,149.832,1972,1996,Lap, , , ,,,0
Injune,14,-25.754,148.656,1972,1996,Lap, , , ,,,0
Injune_Creek,66A,-25.900,148.548,1972,1996,Lap, , , ,,,0
Injune_Creek,66B,-25.900,148.548,1972,1996,Lap, , , ,,,0
Morven,50A,-26.380,147.230,1972,1996,Lap,0.000,1.000,0.000,,,84
Morven,50B,-26.380,147.230,1972,1996,Lap,0.000,1.000,0.000,,,288
Angellala,26,-26.400,146.870,1972,1996,Lap, , , ,,,0
Charleville,24A,-26.400,146.250,1972,1996,Lap, , , ,,,0
Charleville,24B,-26.400,146.250,1972,1996,Lap,0.000,1.000,0.000,,,188
Mungallala,27,-26.450,147.640,1972,1996,Lap, , , ,,,0
Roma,7A,-26.454,148.795,1972,1996,Lap, , , ,,,0
Roma,7B,-26.454,148.795,1972,1996,Lap, , , ,,,0
Roma,7C,-26.454,148.795,1972,1996,Lap, , , ,,,0
Roma,7D,-26.454,148.795,1972,1996,Lap, , , ,,,0
Roma,7E,-26.454,148.795,1972,1996,Lap,0.000,1.000,0.000,,,350
Jackson,28,-26.644,149.620,1972,1996,Lap, , , ,,,0
Chinchilla,33A,-26.803,150.725,1972,1996,Lap, , , ,,,0
Chinchilla,33B,-26.803,150.725,1972,1996,Lap, , , ,,,0
Murweh,23,-27.000,145.960,1972,1996,Lap, , , ,,,0
Dalby,29,-27.120,151.110,1972,1996,Lap, , , ,,,0
Deception_Bay,35,-27.200,153.040,1972,1996,Lap, , , ,,,0
Hemmant,31A,-27.435,153.131,1972,1996,Lap, , , ,,,0
Hemmant,31B,-27.435,153.131,1972,1996,Lap, , , ,,,0
Hemmant,31C,-27.435,153.131,1972,1996,Lap, , , ,,,0
Hemmant,31D,-27.435,153.131,1972,1996,Lap,0.060,0.860,0.080,,,50
Hemmant,31E,-27.435,153.131,1972,1996,Lap,0.072,0.879,0.049,,,1618
Hemmant,31F,-27.435,153.131,1972,1996,Lap,0.077,0.891,0.032,,,1817
Hemmant,31G,-27.435,153.131,1972,1996,Lap, , , ,,,0
Hemmant,31H,-27.435,153.131,1972,1996,Lap, , , ,,,0
Hemmant,31I,-27.435,153.131,1972,1996,Lap, , , ,,,0
Donga_Creek,13,-27.511,148.838,1972,1996,Lap, , , ,,,0
Borallon,19A,-27.524,152.699,1972,1996,Lap, , , ,,,0
Borallon,19B,-27.524,152.699,1972,1996,Lap,0.000,1.000,0.000,,,180
Toowoomba,8,-27.540,151.900,1972,1996,Lap, , , ,,,0
Yarmouth,22,-27.560,146.250,1972,1996,Lap, , , ,,,0
Moreton,34,-27.653,152.750,1972,1996,Lap, , , ,,,0
Grandchester_Hill,56,-27.671,152.449,1972,1996,Lap,0.000,1.000,0.000,,,208
Grandchester,30A,-27.678,152.445,1972,1996,Lap, , , ,,,0
Grandchester,30B,-27.678,152.445,1972,1996,Lap,0.002,0.997,0.002,,,1156
Warwick,57A,-28.247,152.019,1972,1996,Lap,0.000,1.000,0.000,,,86
Warwick,57B,-28.247,152.019,1972,1996,Lap, , , ,,,0
Moonie_Ponds,12A,-28.437,148.838,1972,1996,Lap, , , ,,,0
Moonie_Ponds,12B,-28.437,148.838,1972,1996,Lap, , , ,,,0
Burraweeda,65,-28.830,149.323,1972,1996,Lap, , , ,,,0
Borah,71,-28.922,149.395,1972,1996,Lap, , , ,,,0
Cleveland_East,10,-29.159,148.897,1972,1996,Lap, , , ,,,0
Cleveland_West,11,-29.159,148.898,1972,1996,Lap, , , ,,,0
Palmers_Is,64A,-29.420,153.300,1972,1996,Lap, , , ,,,0
Palmers_Is,64B,-29.420,153.300,1972,1996,Lap, , , ,,,0
Terry_Hie_Hie,21,-29.793,150.150,1972,1996,Lap, , , ,,,0
Metz_Gorge,70A,-30.579,151.889,1972,1996,Lap, , , ,,,0
Metz_Gorge,70B,-30.579,151.889,1972,1996,Lap,0.060,0.909,0.030,,,232
Metz_Gorge,70C,-30.579,151.889,1972,1996,Lap, , , ,,,0
Metz_Gorge,70D,-30.579,151.889,1972,1996,Lap,0.018,0.978,0.004,,,228
Metz_Gorge,70E,-30.579,151.889,1972,1996,Lap,0.005,0.995,0.000,,,204
Metz_Gorge,70F,-30.579,151.889,1972,1996,Lap,0.005,0.992,0.003,,,396
Metz_Gorge,70G,-30.579,151.889,1972,1996,Lap,0.001,0.997,0.001,,,748
Metz_Gorge,70H,-30.579,151.889,1972,1996,Lap,0.003,0.995,0.003,,,396
Metz_Gorge,70I,-30.579,151.889,1972,1996,Lap,0.000,1.000,0.000,,,528
Metz_Gorge,70J,-30.579,151.889,1972,1996,Lap, , , ,,,0
Metz_Gorge,70K,-30.579,151.889,1972,1996,Lap,0.000,1.000,0.000,,,234
Metz_Gorge,70L,-30.579,151.889,1972,1996,Lap,0.000,1.000,0.000,,,264
Metz_Gorge,70M,-30.579,151.889,1972,1996,Lap,0.000,1.000,0.000,,,182
Kenebri,6A,-30.750,149.020,1972,1996,Lap, , , ,,,0
Kenebri,6B,-30.750,149.020,1972,1996,Lap, , , ,,,0
Kenebri,6C,-30.750,149.020,1972,1996,Lap, , , ,,,0
Kenebri,6D,-30.750,149.020,1972,1996,Lap, , , ,,,0
Kenebri,6E,-30.750,149.020,1972,1996,Lap, , , ,,,0
Tamworth,20,-31.080,151.100,1972,1996,Lap, , , ,,,0
Warrawong,9,-31.250,148.870,1972,1996,Lap, , , ,,,0
Breeza,61A,-31.250,150.450,1972,1996,Lap, , , ,,,0
Breeza,61B,-31.250,150.450,1972,1996,Lap, , , ,,,0
Breeza,61C,-31.250,150.450,1972,1996,Lap, , , ,,,0
Trinkey,68A,-31.350,149.950,1972,1996,Lap, , , ,,,0
Trinkey,68B,-31.350,149.950,1972,1996,Lap, , , ,,,0
Trinkey,68C,-31.350,149.950,1972,1996,Lap, , , ,,,0
Trinkey,68D,-31.350,149.950,1972,1996,Lap, , , ,,,0
Trinkey,68E,-31.350,149.950,1972,1996,Lap, , , ,,,0
Trinkey,68F,-31.350,149.950,1972,1996,Lap, , , ,,,0
Trinkey,68G,-31.350,149.950,1972,1996,Lap, , , ,,,0
O'Hara,59A,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59B,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59C,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59D,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59E,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59F,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59G,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59H,-32.430,150.650,1972,1996,Lap,0.006,0.976,0.018,,,338
O'Hara,59I,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59J,-32.430,150.650,1972,1996,Lap, , , ,,,0
O'Hara,59K,-32.430,150.650,1972,1996,Lap, , , ,,,0
Cox,60A,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60B,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60C,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60D,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60E,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60F,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60G,-32.460,150.680,1972,1996,Lap, , , ,,,0
Cox,60H,-32.460,150.680,1972,1996,Lap, , , ,,,0
Yarrawonga,5A,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5AA,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5B,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5BB,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5C,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5CC,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5D,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5DD,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5E,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5EE,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5F,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5FF,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5G,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5GG,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5H,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5HH,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5I,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5II,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5J,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5JJ,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5K,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5KK,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5L,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5LL,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5M,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5MM,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5N,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5NN,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5O,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5OO,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5P,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5PP,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5Q,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5QQ,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5R,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5RR,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5S,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5SS,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5T,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5TT,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5U,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5UU,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5V,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5VV,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5W,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5X,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5Y,-32.490,150.600,1972,1996,Lap, , , ,,,0
Yarrawonga,5Z,-32.490,150.600,1972,1996,Lap, , , ,,,0
Woodlands_Hill,4B,-32.500,150.783,1972,1996,Lap, , , ,,,0
Woodlands_Hill,4C,-32.500,150.783,1972,1996,Lap, , , ,,,0
Warkworth,3B,-32.567,151.017,1972,1996,Lap, , , ,,,0
Warkworth,3C,-32.567,151.017,1972,1996,Lap, , , ,,,0
Warkworth,3D,-32.567,151.017,1972,1996,Lap, , , ,,,0
Warkworth,3E,-32.567,151.017,1972,1996,Lap, , , ,,,0
Lady_Jane_Beach,58,-33.833,151.300,1972,1996,Lap, , , ,,,0
Cobbity,2,-34.017,150.667,1972,1996,Lap,0.000,1.000,0.000,,,54
Cawdor,1,-34.100,150.667,1972,1996,Lap,0.000,1.000,0.000,,,40
Mildura,48,-34.217,142.150,1972,1996,Lap, , , ,,,0
"Block_598,_Cardross",43,-34.300,142.150,1972,1996,Lap, , , ,,,0
Cardross_Reserve,44,-34.300,142.167,1972,1996,Lap, , , ,,,0
"Cureton_Ave,_Sunnycliffs",47,-34.300,142.200,1972,1996,Lap, , , ,,,0
"Block_575,_Cardross",42,-34.317,142.133,1972,1996,Lap, , , ,,,0
"Block_260,_Sunnycliffs",45,-34.317,142.183,1972,1996,Lap, , , ,,,0
"Block_270,_Sunnycliffs",46,-34.317,142.200,1972,1996,Lap, , , ,,,0
Parafield,62,-34.800,138.650,1972,1996,Lap, , , ,,,0
Pooraka,49,-34.817,138.117,1972,1996,Lap, , , ,,,0
Wood_Wood,41,-35.117,143.350,1972,1996,Lap, , , ,,,0
Dead_Horse_Lane,40,-35.367,143.550,1972,1996,Lap, , , ,,,0
Bulla,63A,-37.654,144.769,1972,1996,Lap, , , ,,,0
Bulla,63B,-37.654,144.769,1972,1996,Lap, , , ,,,0
Bulla,63C,-37.654,144.769,1972,1996,Lap, , , ,,,0
Mackay,36,-21.170,149.220,1972,1996,Pgm,0.000,1.000,0.000,,,24
Nth_Keppel_Is.,54A,-23.090,150.870,1972,1996,Pgm,0.018,0.982,0.000,,,228
Nth_Keppel_Is.,54B,-23.090,150.870,1972,1996,Pgm,0.043,0.957,0.000,,,140
Mulambin_Beach,55A,-23.188,150.789,1972,1996,Pgm,0.000,1.000,0.000,,,78
Mulambin_Beach,55B,-23.188,150.789,1972,1996,Pgm,0.000,1.000,0.000,,,160
Emu_Park,32A,-23.240,150.840,1972,1996,Pgm,0.000,1.000,0.000,,,190
Emu_Park,32B,-23.240,150.840,1972,1996,Pgm,0.000,1.000,0.000,,,18
Masthead_Is.,69,-23.540,151.730,1972,1996,Pgm,0.026,0.974,0.000,,,76
Westwood,16A,-23.647,150.149,1972,1996,Pgm,0.000,1.000,0.000,,,38
Westwood,16B,-23.647,150.149,1972,1996,Pgm,0.027,0.973,0.000,,,188
Westwood,16C,-23.647,150.149,1972,1996,Pgm,0.030,0.970,0.000,,,66
Westwood,16D,-23.647,150.149,1972,1996,Pgm,0.000,0.991,0.009,,,106
Dixalea,17A,-23.928,150.284,1972,1996,Pgm,0.000,1.000,0.000,,,10
Dixalea,17C,-23.928,150.284,1972,1996,Pgm,0.000,1.000,0.000,,,186
Glen_Elgin,15A,-24.620,149.190,1972,1996,Pgm,0.006,0.994,0.000,,,160
Glen_Elgin,15B,-24.620,149.190,1972,1996,Pgm,0.017,0.983,0.000,,,118
Glen_Elgin,15C,-24.620,149.190,1972,1996,Pgm, , , ,,,0
Glen_Elgin,15D,-24.620,149.190,1972,1996,Pgm,0.000,0.990,0.010,,,286
Planet_Downs,51A,-24.630,149.030,1972,1996,Pgm,0.000,1.000,0.000,,,68
Planet_Downs,51B,-24.630,149.030,1972,1996,Pgm,0.000,0.992,0.008,,,252
Theodore,18A,-25.023,150.044,1972,1996,Pgm,0.031,0.969,0.000,,,32
Theodore,18B,-25.023,150.044,1972,1996,Pgm,0.008,0.992,0.000,,,250
Theodore,18C,-25.023,150.044,1972,1996,Pgm,0.019,0.973,0.008,,,264
Isla_Gorge,72,-25.247,149.941,1972,1996,Pgm,0.060,0.940,0.000,,,116
Bulloo_Lakes,25,-25.590,144.600,1972,1996,Pgm,0.054,0.946,0.000,,,56
Telegraph_Plains,67,-25.669,149.832,1972,1996,Pgm,0.010,0.990,0.000,,,196
Injune,14,-25.754,148.656,1972,1996,Pgm,0.013,0.987,0.000,,,78
Injune_Creek,66A,-25.900,148.548,1972,1996,Pgm,0.079,0.914,0.007,,,278
Injune_Creek,66B,-25.900,148.548,1972,1996,Pgm,0.014,0.971,0.014,,,70
Morven,50A,-26.380,147.230,1972,1996,Pgm,0.049,0.951,0.000,,,82
Morven,50B,-26.380,147.230,1972,1996,Pgm,0.028,0.972,0.000,,,288
Angellala,26,-26.400,146.870,1972,1996,Pgm,0.006,0.975,0.019,,,158
Charleville,24A,-26.400,146.250,1972,1996,Pgm,0.000,1.000,0.000,,,46
Charleville,24B,-26.400,146.250,1972,1996,Pgm,0.048,0.952,0.000,,,186
Mungallala,27,-26.450,147.640,1972,1996,Pgm,0.006,0.994,0.000,,,172
Roma,7A,-26.454,148.795,1972,1996,Pgm,0.016,0.984,0.000,,,254
Roma,7B,-26.454,148.795,1972,1996,Pgm,0.010,0.990,0.000,,,288
Roma,7C,-26.454,148.795,1972,1996,Pgm,0.017,0.977,0.006,,,176
Roma,7D,-26.454,148.795,1972,1996,Pgm,0.014,0.986,0.000,,,208
Roma,7E,-26.454,148.795,1972,1996,Pgm,0.014,0.983,0.003,,,346
Jackson,28,-26.644,149.620,1972,1996,Pgm,0.034,0.960,0.006,,,176
Chinchilla,33A,-26.803,150.725,1972,1996,Pgm,0.000,1.000,0.000,,,222
Chinchilla,33B,-26.803,150.725,1972,1996,Pgm, , , ,,,0
Murweh,23,-27.000,145.960,1972,1996,Pgm,0.000,1.000,0.000,,,14
Dalby,29,-27.120,151.110,1972,1996,Pgm,0.020,0.980,0.000,,,148
Deception_Bay,35,-27.200,153.040,1972,1996,Pgm,0.000,1.000,0.000,,,144
Hemmant,31A,-27.435,153.131,1972,1996,Pgm,0.036,0.955,0.009,,,220
Hemmant,31B,-27.435,153.131,1972,1996,Pgm,0.022,0.978,0.000,,,318
Hemmant,31C,-27.435,153.131,1972,1996,Pgm,0.010,0.990,0.000,,,102
Hemmant,31D,-27.435,153.131,1972,1996,Pgm,0.010,0.979,0.010,,,192
Hemmant,31E,-27.435,153.131,1972,1996,Pgm,0.033,0.966,0.001,,,1620
Hemmant,31F,-27.435,153.131,1972,1996,Pgm,0.030,0.962,0.008,,,1944
Hemmant,31G,-27.435,153.131,1972,1996,Pgm, , , ,,,0
Hemmant,31H,-27.435,153.131,1972,1996,Pgm, , , ,,,0
Hemmant,31I,-27.435,153.131,1972,1996,Pgm,0.016,0.980,0.004,,,492
Donga_Creek,13,-27.511,148.838,1972,1996,Pgm,0.008,0.992,0.000,,,266
Borallon,19A,-27.524,152.699,1972,1996,Pgm,0.019,0.981,0.000,,,52
Borallon,19B,-27.524,152.699,1972,1996,Pgm,0.006,0.994,0.000,,,180
Toowoomba,8,-27.540,151.900,1972,1996,Pgm,0.012,0.988,0.000,,,424
