Population,Latitude,Longitude,Year_start,Year_end,Block,Line,Replicate,Sex,Cold_recovery_time
Moruya,-35.912,150.08,2004,2004,1,7,4,male,56.27
Moruya,-35.912,150.08,2004,2004,1,7,3,male,63.30
Moruya,-35.912,150.08,2004,2004,1,7,4,male,99.30
Moruya,-35.912,150.08,2004,2004,1,9,3,male,46.55
Moruya,-35.912,150.08,2004,2004,1,9,4,male,56.57
Moruya,-35.912,150.08,2004,2004,1,9,4,male,57.24
Moruya,-35.912,150.08,2004,2004,1,10,3,male,60.00
Moruya,-35.912,150.08,2004,2004,1,11,3,male,27.32
Moruya,-35.912,150.08,2004,2004,1,11,4,male,47.03
Moruya,-35.912,150.08,2004,2004,1,12,3,male,20.30
Moruya,-35.912,150.08,2004,2004,1,12,4,male,54.30
Moruya,-35.912,150.08,2004,2004,1,14,3,male,27.08
Moruya,-35.912,150.08,2004,2004,1,14,3,male,55.58
Moruya,-35.912,150.08,2004,2004,1,14,4,male,66.52
Moruya,-35.912,150.08,2004,2004,1,15,3,male,123.28
Moruya,-35.912,150.08,2004,2004,1,18,4,male,53.09
Moruya,-35.912,150.08,2004,2004,1,18,3,male,61.50
Moruya,-35.912,150.08,2004,2004,2,2,4,male,58.08
Moruya,-35.912,150.08,2004,2004,2,2,3,male,82.10
Moruya,-35.912,150.08,2004,2004,2,4,3,male,54.48
Moruya,-35.912,150.08,2004,2004,2,5,3,male,70.15
Moruya,-35.912,150.08,2004,2004,2,6,3,male,22.49
Moruya,-35.912,150.08,2004,2004,2,6,4,male,57.18
Moruya,-35.912,150.08,2004,2004,2,7,3,male,64.50
Moruya,-35.912,150.08,2004,2004,2,9,3,male,33.30
Moruya,-35.912,150.08,2004,2004,2,10,3,male,46.08
Moruya,-35.912,150.08,2004,2004,2,11,3,male,23.15
Moruya,-35.912,150.08,2004,2004,2,12,3,male,21.02
Moruya,-35.912,150.08,2004,2004,2,14,3,male,61.25
Moruya,-35.912,150.08,2004,2004,2,14,3,male,74.19
Moruya,-35.912,150.08,2004,2004,2,15,3,male,59.56
Moruya,-35.912,150.08,2004,2004,2,15,4,male,64.49
Moruya,-35.912,150.08,2004,2004,2,18,3,male,47.48
Moruya,-35.912,150.08,2004,2004,2,18,4,male,60.27
Moruya,-35.912,150.08,2004,2004,2,19,3,male,54.21
Moruya,-35.912,150.08,2004,2004,2,19,4,male,71.11
Moruya,-35.912,150.08,2004,2004,2,20,3,male,38.15
Moruya,-35.912,150.08,2004,2004,2,20,4,male,49.32
Moruya,-35.912,150.08,2004,2004,3,2,4,male,53.44
Moruya,-35.912,150.08,2004,2004,3,3,4,male,43.57
Moruya,-35.912,150.08,2004,2004,3,4,4,male,35.56
Moruya,-35.912,150.08,2004,2004,3,6,4,male,57.38
Moruya,-35.912,150.08,2004,2004,3,7,4,male,23.20
Moruya,-35.912,150.08,2004,2004,3,9,4,male,35.38
Moruya,-35.912,150.08,2004,2004,3,10,4,male,58.25
Moruya,-35.912,150.08,2004,2004,3,10,4,male,67.45
Moruya,-35.912,150.08,2004,2004,3,11,4,male,45.10
Moruya,-35.912,150.08,2004,2004,3,12,4,male,34.44
Moruya,-35.912,150.08,2004,2004,3,14,4,male,46.48
Moruya,-35.912,150.08,2004,2004,3,15,4,male,43.43
Moruya,-35.912,150.08,2004,2004,3,19,4,male,60.25
Moruya,-35.912,150.08,2004,2004,3,20,4,male,37.46
Moruya,-35.912,150.08,2004,2004,3,20,3,male,46.38
Greensborough,-37.697,145.10,2004,2004,1,2,3,female,34.017
Greensborough,-37.697,145.10,2004,2004,1,2,2,female,53.383
Greensborough,-37.697,145.10,2004,2004,1,3,1,female,29.233
Greensborough,-37.697,145.10,2004,2004,1,3,3,female,46.317
Greensborough,-37.697,145.10,2004,2004,1,4,2,female,45.733
Greensborough,-37.697,145.10,2004,2004,1,4,1,female,71.650
Greensborough,-37.697,145.10,2004,2004,1,8,3,female,55.033
Greensborough,-37.697,145.10,2004,2004,1,8,1,female,59.833
Greensborough,-37.697,145.10,2004,2004,1,12,3,female,42.233
Greensborough,-37.697,145.10,2004,2004,1,12,2,female,59.067
Greensborough,-37.697,145.10,2004,2004,1,13,2,female,24.033
Greensborough,-37.697,145.10,2004,2004,1,13,1,female,52.900
Greensborough,-37.697,145.10,2004,2004,1,14,3,female,32.267
Greensborough,-37.697,145.10,2004,2004,1,14,1,female,59.683
Greensborough,-37.697,145.10,2004,2004,1,15,3,female,39.667
Greensborough,-37.697,145.10,2004,2004,1,15,2,female,56.183
Greensborough,-37.697,145.10,2004,2004,1,16,1,female,60.150
Greensborough,-37.697,145.10,2004,2004,1,16,2,female,133.550
Greensborough,-37.697,145.10,2004,2004,1,17,1,female,41.050
Greensborough,-37.697,145.10,2004,2004,1,17,3,female,55.817
Greensborough,-37.697,145.10,2004,2004,1,18,2,female,56.167
Greensborough,-37.697,145.10,2004,2004,1,18,3,female,66.083
Greensborough,-37.697,145.10,2004,2004,1,19,2,female,17.650
Greensborough,-37.697,145.10,2004,2004,1,19,1,female,47.717
Greensborough,-37.697,145.10,2004,2004,1,20,3,female,85.433
Greensborough,-37.697,145.10,2004,2004,1,20,1,female,90.583
Greensborough,-37.697,145.10,2004,2004,2,2,1,female,48.267
Greensborough,-37.697,145.10,2004,2004,2,2,3,female,53.450
Greensborough,-37.697,145.10,2004,2004,2,3,2,female,57.650
Greensborough,-37.697,145.10,2004,2004,2,3,3,female,57.650
Greensborough,-37.697,145.10,2004,2004,2,4,3,female,52.200
Greensborough,-37.697,145.10,2004,2004,2,8,3,female,65.167
Greensborough,-37.697,145.10,2004,2004,2,12,1,female,47.083
Greensborough,-37.697,145.10,2004,2004,2,12,3,female,50.167
Greensborough,-37.697,145.10,2004,2004,2,13,2,female,56.450
Greensborough,-37.697,145.10,2004,2004,2,13,1,female,64.500
Greensborough,-37.697,145.10,2004,2004,2,14,1,female,77.450
Greensborough,-37.697,145.10,2004,2004,2,14,2,female,78.283
Greensborough,-37.697,145.10,2004,2004,2,15,2,female,48.483
Greensborough,-37.697,145.10,2004,2004,2,15,2,female,57.650
Greensborough,-37.697,145.10,2004,2004,2,16,3,female,51.667
Greensborough,-37.697,145.10,2004,2004,2,16,3,female,56.450
Greensborough,-37.697,145.10,2004,2004,2,17,1,female,51.150
Greensborough,-37.697,145.10,2004,2004,2,17,3,female,89.233
Greensborough,-37.697,145.10,2004,2004,2,18,2,female,43.117
Greensborough,-37.697,145.10,2004,2004,2,19,2,female,56.833
Greensborough,-37.697,145.10,2004,2004,2,19,3,female,90.967
Greensborough,-37.697,145.10,2004,2004,2,20,3,female,57.033
Greensborough,-37.697,145.10,2004,2004,2,20,2,female,82.750
Greensborough,-37.697,145.10,2004,2004,1,2,4,male,39.10
Greensborough,-37.697,145.10,2004,2004,1,2,3,male,41.29
Greensborough,-37.697,145.10,2004,2004,1,3,3,male,57.34
Greensborough,-37.697,145.10,2004,2004,1,4,3,male,55.19
Greensborough,-37.697,145.10,2004,2004,1,7,3,male,51.11
Greensborough,-37.697,145.10,2004,2004,1,8,3,male,112.42
Greensborough,-37.697,145.10,2004,2004,1,10,3,male,57.13
Greensborough,-37.697,145.10,2004,2004,1,10,4,male,63.27
Greensborough,-37.697,145.10,2004,2004,1,12,3,male,49.00
Greensborough,-37.697,145.10,2004,2004,1,13,3,male,49.56
Greensborough,-37.697,145.10,2004,2004,1,14,3,male,56.23
Greensborough,-37.697,145.10,2004,2004,1,15,3,male,63.15
Greensborough,-37.697,145.10,2004,2004,1,16,4,male,32.28
Greensborough,-37.697,145.10,2004,2004,1,16,3,male,48.00
Greensborough,-37.697,145.10,2004,2004,1,17,4,male,53.21
Greensborough,-37.697,145.10,2004,2004,1,17,3,male,63.30
Greensborough,-37.697,145.10,2004,2004,1,18,4,male,62.09
Greensborough,-37.697,145.10,2004,2004,1,20,3,male,40.17
Greensborough,-37.697,145.10,2004,2004,1,20,4,male,73.18
Greensborough,-37.697,145.10,2004,2004,2,2,3,male,43.32
Greensborough,-37.697,145.10,2004,2004,2,3,4,male,41.17
Greensborough,-37.697,145.10,2004,2004,2,3,3,male,47.21
Greensborough,-37.697,145.10,2004,2004,2,4,3,male,54.05
Greensborough,-37.697,145.10,2004,2004,2,4,4,male,64.17
Greensborough,-37.697,145.10,2004,2004,2,7,3,male,58.20
Greensborough,-37.697,145.10,2004,2004,2,8,4,male,55.32
Greensborough,-37.697,145.10,2004,2004,2,10,3,male,49.48
Greensborough,-37.697,145.10,2004,2004,2,12,3,male,49.00
Greensborough,-37.697,145.10,2004,2004,2,12,4,male,62.04
Greensborough,-37.697,145.10,2004,2004,2,13,4,male,55.07
Greensborough,-37.697,145.10,2004,2004,2,13,3,male,112.24
Greensborough,-37.697,145.10,2004,2004,2,14,4,male,87.55
Greensborough,-37.697,145.10,2004,2004,2,14,3,male,95.35
Greensborough,-37.697,145.10,2004,2004,2,15,4,male,40.23
Greensborough,-37.697,145.10,2004,2004,2,15,3,male,62.59
Greensborough,-37.697,145.10,2004,2004,2,16,3,male,75.53
Greensborough,-37.697,145.10,2004,2004,2,19,4,male,52.09
Greensborough,-37.697,145.10,2004,2004,2,19,4,male,59.05
Greensborough,-37.697,145.10,2004,2004,2,19,3,male,64.38
Greensborough,-37.697,145.10,2004,2004,2,20,3,male,82.58
Greensborough,-37.697,145.10,2004,2004,3,2,4,male,58.37
Greensborough,-37.697,145.10,2004,2004,3,3,4,male,31.26
Greensborough,-37.697,145.10,2004,2004,3,4,4,male,69.52
Greensborough,-37.697,145.10,2004,2004,3,7,4,male,21.26
Greensborough,-37.697,145.10,2004,2004,3,7,4,male,64.48
Greensborough,-37.697,145.10,2004,2004,3,8,4,male,71.46
Greensborough,-37.697,145.10,2004,2004,3,10,4,male,46.08
Greensborough,-37.697,145.10,2004,2004,3,12,4,male,44.46
Greensborough,-37.697,145.10,2004,2004,3,13,4,male,61.23
Greensborough,-37.697,145.10,2004,2004,3,14,4,male,42.55
Greensborough,-37.697,145.10,2004,2004,3,15,4,male,51.44
Greensborough,-37.697,145.10,2004,2004,3,16,4,male,60.42
Greensborough,-37.697,145.10,2004,2004,3,17,4,male,53.17
Greensborough,-37.697,145.10,2004,2004,3,18,4,male,44.38
Greensborough,-37.697,145.10,2004,2004,3,18,4,male,55.58
Greensborough,-37.697,145.10,2004,2004,3,18,4,male,58.17
Greensborough,-37.697,145.10,2004,2004,3,19,3,male,36.57
Greensborough,-37.697,145.10,2004,2004,3,20,4,male,67.36
Legana,-41.351,147.04,2004,2004,1,2,2,female,57.017
Legana,-41.351,147.04,2004,2004,1,2,3,female,74.733
Legana,-41.351,147.04,2004,2004,1,4,1,female,15.417
Legana,-41.351,147.04,2004,2004,1,4,2,female,73.117
Legana,-41.351,147.04,2004,2004,1,5,2,female,65.167
Legana,-41.351,147.04,2004,2004,1,5,1,female,141.250
Legana,-41.351,147.04,2004,2004,1,7,1,female,60.167
Legana,-41.351,147.04,2004,2004,1,7,2,female,60.333
Legana,-41.351,147.04,2004,2004,1,8,3,female,50.117
Legana,-41.351,147.04,2004,2004,1,8,2,female,52.783
Legana,-41.351,147.04,2004,2004,1,10,3,female,62.583
Legana,-41.351,147.04,2004,2004,1,10,2,female,82.500
Legana,-41.351,147.04,2004,2004,1,11,1,female,57.967
Legana,-41.351,147.04,2004,2004,1,11,3,female,62.250
Legana,-41.351,147.04,2004,2004,1,12,1,female,48.167
Legana,-41.351,147.04,2004,2004,1,12,3,female,67.217
Legana,-41.351,147.04,2004,2004,1,13,1,female,66.833
Legana,-41.351,147.04,2004,2004,1,13,2,female,70.217
Legana,-41.351,147.04,2004,2004,1,14,2,female,45.167
Legana,-41.351,147.04,2004,2004,1,14,3,female,77.433
Legana,-41.351,147.04,2004,2004,1,15,1,female,61.217
Legana,-41.351,147.04,2004,2004,1,15,2,female,67.917
Legana,-41.351,147.04,2004,2004,1,16,1,female,85.233
Legana,-41.351,147.04,2004,2004,1,16,3,female,103.217
Legana,-41.351,147.04,2004,2004,1,17,2,female,51.950
Legana,-41.351,147.04,2004,2004,1,17,1,female,60.333
Legana,-41.351,147.04,2004,2004,1,19,1,female,64.733
Legana,-41.351,147.04,2004,2004,1,19,2,female,75.633
Legana,-41.351,147.04,2004,2004,1,20,2,female,37.667
Legana,-41.351,147.04,2004,2004,1,20,3,female,40.450
Legana,-41.351,147.04,2004,2004,2,2,1,female,59.667
Legana,-41.351,147.04,2004,2004,2,2,3,female,63.650
Legana,-41.351,147.04,2004,2004,2,4,2,female,32.200
Legana,-41.351,147.04,2004,2004,2,4,3,female,72.000
Legana,-41.351,147.04,2004,2004,2,5,1,female,68.667
Legana,-41.351,147.04,2004,2004,2,5,3,female,78.633
Legana,-41.351,147.04,2004,2004,2,7,1,female,37.867
Legana,-41.351,147.04,2004,2004,2,7,3,female,55.767
Legana,-41.351,147.04,2004,2004,2,8,2,female,54.550
Legana,-41.351,147.04,2004,2004,2,8,1,female,57.200
Legana,-41.351,147.04,2004,2004,2,10,2,female,58.600
Legana,-41.351,147.04,2004,2004,2,10,3,female,62.550
Legana,-41.351,147.04,2004,2004,2,11,3,female,42.367
Legana,-41.351,147.04,2004,2004,2,11,2,female,51.967
Legana,-41.351,147.04,2004,2004,2,12,1,female,34.500
Legana,-41.351,147.04,2004,2004,2,12,2,female,38.633
Legana,-41.351,147.04,2004,2004,2,13,3,female,48.483
Legana,-41.351,147.04,2004,2004,2,13,1,female,57.650
Legana,-41.351,147.04,2004,2004,2,14,1,female,52.200
Legana,-41.351,147.04,2004,2004,2,15,3,female,43.550
Legana,-41.351,147.04,2004,2004,2,15,1,female,72.700
Legana,-41.351,147.04,2004,2004,2,16,2,female,83.483
Legana,-41.351,147.04,2004,2004,2,16,1,female,112.233
Legana,-41.351,147.04,2004,2004,2,17,1,female,36.150
Legana,-41.351,147.04,2004,2004,2,17,2,female,79.783
Legana,-41.351,147.04,2004,2004,2,19,1,female,49.833
Legana,-41.351,147.04,2004,2004,2,19,3,female,53.417
Legana,-41.351,147.04,2004,2004,2,20,1,female,57.650
Legana,-41.351,147.04,2004,2004,2,20,2,female,58.233
Legana,-41.351,147.04,2004,2004,1,2,3,male,51.11
Legana,-41.351,147.04,2004,2004,1,4,4,male,35.08
Legana,-41.351,147.04,2004,2004,1,4,4,male,35.30
Legana,-41.351,147.04,2004,2004,1,5,4,male,34.33
Legana,-41.351,147.04,2004,2004,1,5,3,male,69.40
Legana,-41.351,147.04,2004,2004,1,7,3,male,50.30
Legana,-41.351,147.04,2004,2004,1,8,3,male,43.44
Legana,-41.351,147.04,2004,2004,1,10,4,male,31.56
Legana,-41.351,147.04,2004,2004,1,10,3,male,46.08
Legana,-41.351,147.04,2004,2004,1,11,3,male,58.54
Legana,-41.351,147.04,2004,2004,1,12,3,male,39.42
Legana,-41.351,147.04,2004,2004,1,13,3,male,60.00
Legana,-41.351,147.04,2004,2004,1,14,3,male,59.59
Legana,-41.351,147.04,2004,2004,1,15,4,male,58.15
Legana,-41.351,147.04,2004,2004,1,15,3,male,58.54
Legana,-41.351,147.04,2004,2004,1,16,3,male,52.38
Legana,-41.351,147.04,2004,2004,1,17,4,male,36.13
Legana,-41.351,147.04,2004,2004,1,17,4,male,70.35
Legana,-41.351,147.04,2004,2004,1,19,3,male,62.44
Legana,-41.351,147.04,2004,2004,1,20,3,male,48.00
Legana,-41.351,147.04,2004,2004,2,2,4,male,54.10
Legana,-41.351,147.04,2004,2004,2,2,3,male,58.16
Legana,-41.351,147.04,2004,2004,2,4,4,male,58.25
Legana,-41.351,147.04,2004,2004,2,5,3,male,54.39
Legana,-41.351,147.04,2004,2004,2,7,4,male,56.24
Legana,-41.351,147.04,2004,2004,2,7,3,male,87.43
Legana,-41.351,147.04,2004,2004,2,8,4,male,48.21
Legana,-41.351,147.04,2004,2004,2,8,3,male,57.56
Legana,-41.351,147.04,2004,2004,2,10,3,male,41.29
Legana,-41.351,147.04,2004,2004,2,11,4,male,59.31
Legana,-41.351,147.04,2004,2004,2,11,3,male,60.44
Legana,-41.351,147.04,2004,2004,2,12,3,male,52.25
Legana,-41.351,147.04,2004,2004,2,13,4,male,47.31
Legana,-41.351,147.04,2004,2004,2,13,3,male,79.55
Legana,-41.351,147.04,2004,2004,2,14,4,male,50.52
Legana,-41.351,147.04,2004,2004,2,14,3,male,53.43
Legana,-41.351,147.04,2004,2004,2,14,4,male,56.05
Legana,-41.351,147.04,2004,2004,2,15,3,male,45.16
Legana,-41.351,147.04,2004,2004,2,16,3,male,39.42
Legana,-41.351,147.04,2004,2004,2,17,4,male,68.06
Legana,-41.351,147.04,2004,2004,2,19,4,male,17.55
Legana,-41.351,147.04,2004,2004,2,19,3,male,61.30
Legana,-41.351,147.04,2004,2004,2,20,4,male,41.41
Legana,-41.351,147.04,2004,2004,2,20,3,male,61.25
Legana,-41.351,147.04,2004,2004,3,2,4,male,55.54
Legana,-41.351,147.04,2004,2004,3,4,4,male,35.57
Legana,-41.351,147.04,2004,2004,3,7,4,male,50.24
Legana,-41.351,147.04,2004,2004,3,8,4,male,48.50
Legana,-41.351,147.04,2004,2004,3,10,4,male,71.32
Legana,-41.351,147.04,2004,2004,3,11,4,male,52.19
Legana,-41.351,147.04,2004,2004,3,12,4,male,64.33
Legana,-41.351,147.04,2004,2004,3,13,4,male,59.53
Legana,-41.351,147.04,2004,2004,3,14,4,male,42.36
Legana,-41.351,147.04,2004,2004,3,15,4,male,58.32
Legana,-41.351,147.04,2004,2004,3,16,4,male,68.34
Legana,-41.351,147.04,2004,2004,3,17,4,male,25.07
Legana,-41.351,147.04,2004,2004,3,19,4,male,45.45
Legana,-41.351,147.04,2004,2004,3,20,4,male,38.57
Sorell,-42.769,147.58,2004,2004,1,5,1,female,43.233
Sorell,-42.769,147.58,2004,2004,1,5,2,female,57.500
Sorell,-42.769,147.58,2004,2004,1,6,2,female,58.600
Sorell,-42.769,147.58,2004,2004,1,6,3,female,81.400
Sorell,-42.769,147.58,2004,2004,1,9,1,female,61.217
Sorell,-42.769,147.58,2004,2004,1,9,2,female,63.183
Sorell,-42.769,147.58,2004,2004,1,10,2,female,83.000
Sorell,-42.769,147.58,2004,2004,1,10,3,female,93.533
Sorell,-42.769,147.58,2004,2004,1,11,1,female,44.217
Sorell,-42.769,147.58,2004,2004,1,11,3,female,54.633
Sorell,-42.769,147.58,2004,2004,1,12,2,female,58.483
Sorell,-42.769,147.58,2004,2004,1,12,1,female,86.450
Sorell,-42.769,147.58,2004,2004,1,13,1,female,39.650
Sorell,-42.769,147.58,2004,2004,1,13,3,female,63.183
Sorell,-42.769,147.58,2004,2004,1,14,3,female,12.233
Sorell,-42.769,147.58,2004,2004,1,14,2,female,63.617
Sorell,-42.769,147.58,2004,2004,1,15,1,female,53.800
Sorell,-42.769,147.58,2004,2004,1,15,3,female,66.500
Sorell,-42.769,147.58,2004,2004,1,16,3,female,61.000
Sorell,-42.769,147.58,2004,2004,1,16,2,female,65.083
Sorell,-42.769,147.58,2004,2004,1,17,2,female,73.250
Sorell,-42.769,147.58,2004,2004,1,17,1,female,104.633
Sorell,-42.769,147.58,2004,2004,1,18,2,female,63.067
Sorell,-42.769,147.58,2004,2004,1,18,1,female,66.283
Sorell,-42.769,147.58,2004,2004,1,18,3,female,74.650
Sorell,-42.769,147.58,2004,2004,1,18,1,female,83.900
Sorell,-42.769,147.58,2004,2004,1,19,1,female,62.250
Sorell,-42.769,147.58,2004,2004,1,19,2,female,63.183
Sorell,-42.769,147.58,2004,2004,2,5,3,female,53.283
Sorell,-42.769,147.58,2004,2004,2,5,1,female,61.083
Sorell,-42.769,147.58,2004,2004,2,5,1,female,64.333
Sorell,-42.769,147.58,2004,2004,2,6,2,female,49.750
Sorell,-42.769,147.58,2004,2004,2,9,1,female,41.917
Sorell,-42.769,147.58,2004,2004,2,9,3,female,69.983
Sorell,-42.769,147.58,2004,2004,2,10,2,female,44.400
Sorell,-42.769,147.58,2004,2004,2,10,1,female,53.283
Sorell,-42.769,147.58,2004,2004,2,11,2,female,48.967
Sorell,-42.769,147.58,2004,2004,2,11,1,female,58.233
Sorell,-42.769,147.58,2004,2004,2,12,2,female,40.183
Sorell,-42.769,147.58,2004,2004,2,13,2,female,43.900
Sorell,-42.769,147.58,2004,2004,2,13,1,female,54.050
Sorell,-42.769,147.58,2004,2004,2,14,1,female,58.150
Sorell,-42.769,147.58,2004,2004,2,14,2,female,61.850
Sorell,-42.769,147.58,2004,2004,2,15,1,female,50.983
Sorell,-42.769,147.58,2004,2004,2,15,2,female,56.100
Sorell,-42.769,147.58,2004,2004,2,16,1,female,44.333
Sorell,-42.769,147.58,2004,2004,2,16,3,female,54.900
Sorell,-42.769,147.58,2004,2004,2,17,1,female,47.567
Sorell,-42.769,147.58,2004,2004,2,17,3,female,54.033
Sorell,-42.769,147.58,2004,2004,2,18,2,female,41.717
Sorell,-42.769,147.58,2004,2004,2,18,1,female,46.667
Sorell,-42.769,147.58,2004,2004,2,18,3,female,47.450
Sorell,-42.769,147.58,2004,2004,2,18,2,female,56.683
Sorell,-42.769,147.58,2004,2004,2,19,3,female,54.550
Sorell,-42.769,147.58,2004,2004,2,19,2,female,94.133
Sorell,-42.769,147.58,2004,2004,1,5,4,male,34.04
Sorell,-42.769,147.58,2004,2004,1,5,3,male,70.52
Sorell,-42.769,147.58,2004,2004,1,6,4,male,41.25
Sorell,-42.769,147.58,2004,2004,1,6,3,male,45.01
Sorell,-42.769,147.58,2004,2004,1,9,4,male,55.40
Sorell,-42.769,147.58,2004,2004,1,9,4,male,82.49
Sorell,-42.769,147.58,2004,2004,1,10,3,male,60.00
Sorell,-42.769,147.58,2004,2004,1,11,3,male,44.45
Sorell,-42.769,147.58,2004,2004,1,11,4,male,65.19
Sorell,-42.769,147.58,2004,2004,1,13,3,male,44.48
Sorell,-42.769,147.58,2004,2004,1,13,4,male,58.25
Sorell,-42.769,147.58,2004,2004,1,14,4,male,36.46
Sorell,-42.769,147.58,2004,2004,1,14,4,male,58.51
Sorell,-42.769,147.58,2004,2004,1,15,3,male,58.16
Sorell,-42.769,147.58,2004,2004,1,15,4,male,63.54
Sorell,-42.769,147.58,2004,2004,1,16,3,male,44.00
Sorell,-42.769,147.58,2004,2004,1,16,4,male,50.54
Sorell,-42.769,147.58,2004,2004,1,17,4,male,56.04
Sorell,-42.769,147.58,2004,2004,1,17,3,male,73.21
Sorell,-42.769,147.58,2004,2004,1,18,4,male,47.46
Sorell,-42.769,147.58,2004,2004,1,18,3,male,51.30
Sorell,-42.769,147.58,2004,2004,1,18,3,male,74.18
Sorell,-42.769,147.58,2004,2004,1,19,3,male,43.00
Sorell,-42.769,147.58,2004,2004,2,5,3,male,44.07
Sorell,-42.769,147.58,2004,2004,2,6,3,male,32.41
Sorell,-42.769,147.58,2004,2004,2,9,4,male,36.47
Sorell,-42.769,147.58,2004,2004,2,10,4,male,26.48
Sorell,-42.769,147.58,2004,2004,2,10,3,male,95.59
Sorell,-42.769,147.58,2004,2004,2,11,3,male,42.39
Sorell,-42.769,147.58,2004,2004,2,13,3,male,47.21
Sorell,-42.769,147.58,2004,2004,2,14,4,male,49.15
Sorell,-42.769,147.58,2004,2004,2,15,3,male,51.11
Sorell,-42.769,147.58,2004,2004,2,16,3,male,40.29
Sorell,-42.769,147.58,2004,2004,2,17,3,male,57.56
Sorell,-42.769,147.58,2004,2004,2,18,3,male,52.47
Sorell,-42.769,147.58,2004,2004,2,18,3,male,67.51
Sorell,-42.769,147.58,2004,2004,2,19,3,male,51.17
Sorell,-42.769,147.58,2004,2004,2,19,4,male,57.51
Sorell,-42.769,147.58,2004,2004,3,5,4,male,22.35
Sorell,-42.769,147.58,2004,2004,3,6,4,male,35.26
Sorell,-42.769,147.58,2004,2004,3,9,4,male,64.04
Sorell,-42.769,147.58,2004,2004,3,10,4,male,111.11
Sorell,-42.769,147.58,2004,2004,3,11,4,male,80.10
Sorell,-42.769,147.58,2004,2004,3,13,4,male,33.36
Sorell,-42.769,147.58,2004,2004,3,14,4,male,34.19
Sorell,-42.769,147.58,2004,2004,3,15,4,male,57.43
Sorell,-42.769,147.58,2004,2004,3,16,4,male,45.50
Sorell,-42.769,147.58,2004,2004,3,17,4,male,56.17
Sorell,-42.769,147.58,2004,2004,3,18,4,male,39.26
Sorell,-42.769,147.58,2004,2004,3,18,4,male,51.49
Sorell,-42.769,147.58,2004,2004,3,19,4,male,50.18
