Population,Latitude,Longitude,Year_start,Year_end,Altitude_class,Altitude,Treatment,Run,Vial,Heat_knockdown_time
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,6,2,23
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,7,1,20
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,7,2,21
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,8,1,16
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,8,2,24
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,9,1,17
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,9,2,8
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,10,1,12
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,10,2,17
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,11,1,20
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,11,2,18
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,12,1,16
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,12,2,15
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,13,1,24
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,13,2,23
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,14,1,29
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,14,2,18
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,15,1,27
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,15,2,18
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,16,1,15
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,16,2,9
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,17,1,19
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,17,2,25
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,18,1, 
Armidale,-30.52,151.68,2002,2002,high,1296,hardened,18,2, 
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,1,1,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,1,2,8
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,2,1,17
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,2,2,12
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,3,1,19
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,3,2,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,4,1,17
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,4,2,12
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,5,1,19
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,5,2,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,6,1,26
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,6,2,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,7,1,12
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,7,2,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,8,1,15
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,8,2,14
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,9,1,12
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,9,2,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,10,1,15
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,10,2,14
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,11,1,14
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,11,2,17
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,12,1,21
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,12,2,20
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,13,1,13
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,13,2,11
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,14,1,8
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,14,2,16
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,15,1,13
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,15,2,17
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,16,1,8
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,16,2,13
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,17,1,9
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,17,2,17
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,18,1,15
Armidale,-30.52,151.68,2002,2002,high,1296,unhardened,18,2,11
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,1,1,14
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,1,2,20
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,2,1,14
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,2,2,23
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,3,1,18
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,3,2,
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,4,1,17
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,4,2,26
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,5,1,14
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,5,2,21
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,6,1,16
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,6,2,15
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,7,1,20
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,7,2,14
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,8,1,8
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,8,2,13
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,9,1,19
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,9,2,10
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,10,1,32
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,10,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,11,1,23
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,11,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,12,1,27
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,12,2,21
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,13,1,27
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,13,2,20
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,14,1,15
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,14,2,26
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,15,1,27
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,15,2,19
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,16,1,15
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,16,2,22
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,17,1,14
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,17,2,25
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,18,1,22
Blackheath,-33.63,150.28,2002,2002,high,1046,hardened,18,2,15
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,1,1,16
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,1,2,16
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,2,1,14
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,2,2,5
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,3,1,9
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,3,2,20
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,4,1,22
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,4,2,17
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,5,1,21
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,5,2,19
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,6,1,25
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,6,2,11
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,7,1,11
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,7,2,18
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,8,1,17
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,8,2,15
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,9,1,15
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,9,2,20
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,10,1,14
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,10,2,19
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,11,1,19
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,11,2,15
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,12,1,17
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,12,2,14
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,13,1,18
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,13,2,18
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,14,1,9
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,14,2,15
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,15,1,18
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,15,2,9
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,16,1,18
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,16,2,13
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,17,1,19
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,17,2,9
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,18,1,23
Blackheath,-33.63,150.28,2002,2002,high,1046,unhardened,18,2,20
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,1,1,16
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,1,2,20
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,2,1,17
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,2,2,23
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,3,1,21
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,3,2,20
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,4,1,17
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,4,2,23
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,5,1,21
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,5,2,26
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,6,1,22
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,6,2,22
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,7,1,14
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,7,2,18
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,8,1,22
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,8,2,11
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,9,1,9
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,9,2,10
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,10,1,30
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,10,2,22
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,11,1,22
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,11,2,19
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,12,1,26
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,12,2,16
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,13,1,23
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,13,2,17
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,14,1,21
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,14,2,23
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,15,1,12
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,15,2,15
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,16,1,26
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,16,2,10
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,17,1,25
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,17,2,25
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,18,1,14
Wollongong,-34.42,150.90,2002,2002,low,10,hardened,18,2,18
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,1,1,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,1,2,15
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,2,1,17
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,2,2,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,3,1,13
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,3,2,17
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,4,1,21
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,4,2,12
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,5,1,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,5,2,15
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,6,1,18
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,6,2,18
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,7,1,9
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,7,2,11
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,8,1,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,8,2,13
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,9,1,14
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,9,2,13
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,10,1,22
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,10,2,11
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,11,1,21
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,11,2,18
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,12,1,23
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,12,2,11
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,13,1,16
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,13,2,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,14,1,14
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,14,2,10
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,15,1,18
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,15,2,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,16,1,19
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,16,2,14
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,17,1,9
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,17,2,7
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,18,1,9
Wollongong,-34.42,150.90,2002,2002,low,10,unhardened,18,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,1,1,24
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,1,2,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,2,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,2,2,11
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,3,1,27
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,3,2,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,4,1,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,4,2,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,5,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,5,2,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,6,1,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,6,2,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,7,1,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,7,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,8,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,8,2,13
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,9,1,21
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,9,2,11
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,10,1,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,10,2,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,11,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,11,2,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,12,1,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,12,2,12
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,13,1,27
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,13,2,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,14,1,20
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,14,2,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,15,1,23
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,15,2,20
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,16,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,16,2,10
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,17,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,17,2,20
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,18,1,10
Adaminaby,-35.98,148.77,2002,2002,high,1025,hardened,18,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,1,1,21
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,1,2,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,2,1,9
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,2,2,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,3,1,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,3,2,12
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,4,1,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,4,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,5,1,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,5,2,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,6,1,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,6,2,21
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,7,1,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,7,2,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,8,1,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,8,2,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,9,1,15
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,9,2,11
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,10,1,20
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,10,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,11,1,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,11,2,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,12,1,19
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,12,2,16
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,13,1,20
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,13,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,14,1,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,14,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,15,1,13
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,15,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,16,1,11
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,16,2,14
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,17,1,18
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,17,2,12
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,18,1,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,unhardened,18,2,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,1,1,15
Bega,-36.68,149.83,2002,2002,low,60,hardened,1,2,17
Bega,-36.68,149.83,2002,2002,low,60,hardened,2,1,20
Bega,-36.68,149.83,2002,2002,low,60,hardened,2,2,28
Bega,-36.68,149.83,2002,2002,low,60,hardened,3,1,27
Bega,-36.68,149.83,2002,2002,low,60,hardened,3,2,24
Bega,-36.68,149.83,2002,2002,low,60,hardened,4,1,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,4,2,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,5,1,23
Bega,-36.68,149.83,2002,2002,low,60,hardened,5,2,27
Bega,-36.68,149.83,2002,2002,low,60,hardened,6,1,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,6,2,15
Bega,-36.68,149.83,2002,2002,low,60,hardened,7,1,19
Bega,-36.68,149.83,2002,2002,low,60,hardened,7,2,10
Bega,-36.68,149.83,2002,2002,low,60,hardened,8,1,12
Bega,-36.68,149.83,2002,2002,low,60,hardened,8,2,14
Bega,-36.68,149.83,2002,2002,low,60,hardened,9,1,16
Bega,-36.68,149.83,2002,2002,low,60,hardened,9,2,21
Bega,-36.68,149.83,2002,2002,low,60,hardened,10,1,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,10,2,15
Bega,-36.68,149.83,2002,2002,low,60,hardened,11,1,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,11,2,12
Bega,-36.68,149.83,2002,2002,low,60,hardened,12,1,24
Bega,-36.68,149.83,2002,2002,low,60,hardened,12,2,18
Bega,-36.68,149.83,2002,2002,low,60,hardened,13,1,17
Bega,-36.68,149.83,2002,2002,low,60,hardened,13,2,22
Bega,-36.68,149.83,2002,2002,low,60,hardened,14,1,15
Bega,-36.68,149.83,2002,2002,low,60,hardened,14,2,9
Bega,-36.68,149.83,2002,2002,low,60,hardened,15,1,16
Bega,-36.68,149.83,2002,2002,low,60,hardened,15,2,11
Bega,-36.68,149.83,2002,2002,low,60,hardened,16,1,9
Bega,-36.68,149.83,2002,2002,low,60,hardened,16,2,17
Bega,-36.68,149.83,2002,2002,low,60,hardened,17,1,13
Bega,-36.68,149.83,2002,2002,low,60,hardened,17,2,19
Bega,-36.68,149.83,2002,2002,low,60,hardened,18,1,10
Bega,-36.68,149.83,2002,2002,low,60,hardened,18,2,10
Bega,-36.68,149.83,2002,2002,low,60,unhardened,1,1,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,1,2,11
Bega,-36.68,149.83,2002,2002,low,60,unhardened,2,1,13
Bega,-36.68,149.83,2002,2002,low,60,unhardened,2,2,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,3,1,16
Bega,-36.68,149.83,2002,2002,low,60,unhardened,3,2,19
Bega,-36.68,149.83,2002,2002,low,60,unhardened,4,1,10
Bega,-36.68,149.83,2002,2002,low,60,unhardened,4,2,8
Bega,-36.68,149.83,2002,2002,low,60,unhardened,5,1,21
Bega,-36.68,149.83,2002,2002,low,60,unhardened,5,2,9
Bega,-36.68,149.83,2002,2002,low,60,unhardened,6,1,13
Bega,-36.68,149.83,2002,2002,low,60,unhardened,6,2,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,7,1,8
Bega,-36.68,149.83,2002,2002,low,60,unhardened,7,2,14
Bega,-36.68,149.83,2002,2002,low,60,unhardened,8,1,17
Bega,-36.68,149.83,2002,2002,low,60,unhardened,8,2,15
Bega,-36.68,149.83,2002,2002,low,60,unhardened,9,1,8
Bega,-36.68,149.83,2002,2002,low,60,unhardened,9,2,8
Bega,-36.68,149.83,2002,2002,low,60,unhardened,10,1,23
Bega,-36.68,149.83,2002,2002,low,60,unhardened,10,2,22
Bega,-36.68,149.83,2002,2002,low,60,unhardened,11,1,21
Bega,-36.68,149.83,2002,2002,low,60,unhardened,11,2,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,12,1,16
Bega,-36.68,149.83,2002,2002,low,60,unhardened,12,2,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,13,1,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,13,2,18
Bega,-36.68,149.83,2002,2002,low,60,unhardened,14,1,19
Bega,-36.68,149.83,2002,2002,low,60,unhardened,14,2,11
Bega,-36.68,149.83,2002,2002,low,60,unhardened,15,1,12
Bega,-36.68,149.83,2002,2002,low,60,unhardened,15,2,15
Bega,-36.68,149.83,2002,2002,low,60,unhardened,16,1,13
Bega,-36.68,149.83,2002,2002,low,60,unhardened,16,2,9
Bega,-36.68,149.83,2002,2002,low,60,unhardened,17,1,12
Bega,-36.68,149.83,2002,2002,low,60,unhardened,17,2,12
Bega,-36.68,149.83,2002,2002,low,60,unhardened,18,1,16
Bega,-36.68,149.83,2002,2002,low,60,unhardened,18,2,9
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
